,PlateRead,Concentration,Compound,Time,Fluorescence
0,1,Control,Compound A,0.7385999999999999,3689.802
1,1,Control,Compound A,0.74,3409.322
2,1,Control,Compound A,0.7452,3778.041
3,1,Control,Compound A,0.7466,3079.057
4,1,Control,Compound B,0.74,2818.387
5,1,Control,Compound B,0.746,2788.283
6,1,Control,Compound B,0.7412,2845.285
7,1,Control,Compound B,0.744,3284.842
8,1,Control,Compound C,0.7438,3649.555
9,1,Control,Compound C,0.7462,3456.887
10,1,Control,Compound C,0.7474,3660.852
11,1,Control,Compound C,0.7432,3742.566
12,1,10^-12,Compound A,0.8970000000000002,3258.316
13,1,10^-12,Compound A,0.9384,3534.046
14,1,10^-12,Compound A,0.9034,3779.596
15,1,10^-12,Compound A,0.905,3200.226
16,1,10^-12,Compound B,0.8992,2976.407
17,1,10^-12,Compound B,0.9708,3041.05
18,1,10^-12,Compound B,0.8892,3035.12
19,1,10^-12,Compound B,0.8928,3317.117
20,1,10^-12,Compound C,0.9706,3742.542
21,1,10^-12,Compound C,0.9702,4216.035
22,1,10^-12,Compound C,0.9066,3861.54
23,1,10^-12,Compound C,0.8956,3908.886
24,1,10^-11,Compound A,1.1178,3072.804
25,1,10^-11,Compound A,1.0896,2964.705
26,1,10^-11,Compound A,1.0642,3185.992
27,1,10^-11,Compound A,1.0668,3297.192
28,1,10^-11,Compound B,1.0486,3233.23
29,1,10^-11,Compound B,1.1244,3143.52
30,1,10^-11,Compound B,1.0396,3139.243
31,1,10^-11,Compound B,1.053,3238.689
32,1,10^-11,Compound C,1.1322,3563.091
33,1,10^-11,Compound C,1.1246,3922.108
34,1,10^-11,Compound C,1.0558,3456.297
35,1,10^-11,Compound C,1.124,3526.595
36,1,10^-10,Compound A,1.2674000000000003,2799.103
37,1,10^-10,Compound A,1.2488,2804.097
38,1,10^-10,Compound A,1.294,3051.21
39,1,10^-10,Compound A,1.2754,3526.586
40,1,10^-10,Compound B,1.2088,3022.667
41,1,10^-10,Compound B,1.2758,3370.567
42,1,10^-10,Compound B,1.1998,3640.774
43,1,10^-10,Compound B,1.2028,3437.494
44,1,10^-10,Compound C,1.2826,3935.16
45,1,10^-10,Compound C,1.275,3954.362
46,1,10^-10,Compound C,1.2062,3964.135
47,1,10^-10,Compound C,1.274,3760.058
48,1,10^-09,Compound A,1.4276,2952.296
49,1,10^-09,Compound A,1.3988,3074.258
50,1,10^-09,Compound A,1.454,3182.559
51,1,10^-09,Compound A,1.4354,3010.428
52,1,10^-09,Compound B,1.3686,3050.035
53,1,10^-09,Compound B,1.435,3274.949
54,1,10^-09,Compound B,1.4106,3639.958
55,1,10^-09,Compound B,1.3942,3479.48
56,1,10^-09,Compound C,1.4428,3502.922
57,1,10^-09,Compound C,1.435,3814.306
58,1,10^-09,Compound C,1.3666,4090.733
59,1,10^-09,Compound C,1.424,3472.089
60,1,10^-08,Compound A,1.5876000000000001,3011.247
61,1,10^-08,Compound A,1.5492,3750.312
62,1,10^-08,Compound A,1.6138,3270.186
63,1,10^-08,Compound A,1.5854,3145.264
64,1,10^-08,Compound B,1.519,3412.195
65,1,10^-08,Compound B,1.5848,3246.52
66,1,10^-08,Compound B,1.5702,3703.343
67,1,10^-08,Compound B,1.5532,3529.681
68,1,10^-08,Compound C,1.6034,3901.754
69,1,10^-08,Compound C,1.5858,3870.829
70,1,10^-08,Compound C,1.5162,4025.912
71,1,10^-08,Compound C,1.5856,3489.117
72,1,10^-07,Compound A,1.7380000000000004,2875.213
73,1,10^-07,Compound A,1.7094,2892.88
74,1,10^-07,Compound A,1.7642,3558.818
75,1,10^-07,Compound A,1.7368,3179.634
76,1,10^-07,Compound B,1.7192,3267.093
77,1,10^-07,Compound B,1.7352,3395.404
78,1,10^-07,Compound B,1.73,3405.817
79,1,10^-07,Compound B,1.7034,3638.217
80,1,10^-07,Compound C,1.7532,3946.094
81,1,10^-07,Compound C,1.735,4314.65
82,1,10^-07,Compound C,1.707,4460.17
83,1,10^-07,Compound C,1.7344,4082.313
84,1,10^-06,Compound A,1.8982,2838.757
85,1,10^-06,Compound A,1.9326,3296.458
86,1,10^-06,Compound A,1.9262,3021.093
87,1,10^-06,Compound A,1.896,3091.786
88,1,10^-06,Compound B,1.8692,3357.013
89,1,10^-06,Compound B,1.8954,3454.472
90,1,10^-06,Compound B,1.8802,3806.993
91,1,10^-06,Compound B,1.8538,3432.522
92,1,10^-06,Compound C,1.9132,3995.67
93,1,10^-06,Compound C,1.895,4477.328
94,1,10^-06,Compound C,1.8666,4440.166
95,1,10^-06,Compound C,1.8848,3880.389
96,2,Control,Compound A,2.2084,3723.98
97,2,Control,Compound A,2.2196,3418.264
98,2,Control,Compound A,2.2838,3802.317
99,2,Control,Compound A,2.261,3102.217
100,2,Control,Compound B,2.1496,2855.756
101,2,Control,Compound B,2.1756,2844.064
102,2,Control,Compound B,2.1798,2874.355
103,2,Control,Compound B,2.1524,3339.749
104,2,Control,Compound C,2.1932,3699.31
105,2,Control,Compound C,2.1758,3398.191
106,2,Control,Compound C,2.1474,3620.015
107,2,Control,Compound C,2.2148,3790.237
108,2,10^-12,Compound A,2.3686,3241.012
109,2,10^-12,Compound A,2.3698,3535.569
110,2,10^-12,Compound A,2.4448,3719.214
111,2,10^-12,Compound A,2.4172,3238.776
112,2,10^-12,Compound B,2.3096,2963.025
113,2,10^-12,Compound B,2.3358,3034.103
114,2,10^-12,Compound B,2.4128,2935.79
115,2,10^-12,Compound B,2.3906,3334.125
116,2,10^-12,Compound C,2.3446,3676.184
117,2,10^-12,Compound C,2.355,4171.725
118,2,10^-12,Compound C,2.3082,3859.802
119,2,10^-12,Compound C,2.3652,3920.875
120,2,10^-11,Compound A,2.5284000000000004,3035.227
121,2,10^-11,Compound A,2.521,2947.609
122,2,10^-11,Compound A,2.5958,3160.169
123,2,10^-11,Compound A,2.5884,3270.282
124,2,10^-11,Compound B,2.46,3243.692
125,2,10^-11,Compound B,2.4958,3158.714
126,2,10^-11,Compound B,2.5712,3151.292
127,2,10^-11,Compound B,2.5542,3281.374
128,2,10^-11,Compound C,2.5052,3563.52
129,2,10^-11,Compound C,2.5078,3958.329
130,2,10^-11,Compound C,2.4794,3448.287
131,2,10^-11,Compound C,2.5252,3534.676
132,2,10^-10,Compound A,2.6806,2853.913
133,2,10^-10,Compound A,2.6818,2804.816
134,2,10^-10,Compound A,2.767,3091.012
135,2,10^-10,Compound A,2.7468,3601.583
136,2,10^-10,Compound B,2.6202,3013.054
137,2,10^-10,Compound B,2.6462,3347.876
138,2,10^-10,Compound B,2.731,3618.761
139,2,10^-10,Compound B,2.7046,3479.363
140,2,10^-10,Compound C,2.6536,3883.81
141,2,10^-10,Compound C,2.6662,3984.145
142,2,10^-10,Compound C,2.6378,3967.237
143,2,10^-10,Compound C,2.6752,3754.712
144,2,10^-09,Compound A,2.8390000000000004,2936.855
145,2,10^-09,Compound A,2.8302,3078.79
146,2,10^-09,Compound A,2.9252,3144.512
147,2,10^-09,Compound A,2.9068,3033.073
148,2,10^-09,Compound B,2.7902,3061.58
149,2,10^-09,Compound B,2.808,3272.059
150,2,10^-09,Compound B,2.8822,3594.303
151,2,10^-09,Compound B,2.8656,3487.715
152,2,10^-09,Compound C,2.8042,3523.806
153,2,10^-09,Compound C,2.8262,3847.895
154,2,10^-09,Compound C,2.8378,4049.307
155,2,10^-09,Compound C,2.8256,3404.822
156,2,10^-08,Compound A,2.9989999999999997,3039.709
157,2,10^-08,Compound A,3.0606,3681.817
158,2,10^-08,Compound A,3.0754,3267.142
159,2,10^-08,Compound A,3.057,3154.635
160,2,10^-08,Compound B,2.9404,3455.619
161,2,10^-08,Compound B,2.9662,3228.212
162,2,10^-08,Compound B,3.0416,3693.659
163,2,10^-08,Compound B,3.0246,3530.704
164,2,10^-08,Compound C,2.964,3897.348
165,2,10^-08,Compound C,2.9762,3890.501
166,2,10^-08,Compound C,2.9882,4081.18
167,2,10^-08,Compound C,2.9864,3460.19
168,2,10^-07,Compound A,3.1792,2841.93
169,2,10^-07,Compound A,3.2216,2914.236
170,2,10^-07,Compound A,3.2258,3543.828
171,2,10^-07,Compound A,3.209,3157.508
172,2,10^-07,Compound B,3.1024,3241.94
173,2,10^-07,Compound B,3.1966,3464.287
174,2,10^-07,Compound B,3.2016,3440.455
175,2,10^-07,Compound B,3.175,3581.948
176,2,10^-07,Compound C,3.1744,3903.645
177,2,10^-07,Compound C,3.1766,4299.739
178,2,10^-07,Compound C,3.1378,4481.645
179,2,10^-07,Compound C,3.1872,4102.119
180,2,10^-06,Compound A,3.3404,2872.8
181,2,10^-06,Compound A,3.371,3285.95
182,2,10^-06,Compound A,3.4174,3052.394
183,2,10^-06,Compound A,3.3972,3144.749
184,2,10^-06,Compound B,3.2506,3331.696
185,2,10^-06,Compound B,3.3566,3433.635
186,2,10^-06,Compound B,3.352,3763.598
187,2,10^-06,Compound B,3.3352,3453.067
188,2,10^-06,Compound C,3.3346,3998.772
189,2,10^-06,Compound C,3.3366,4483.41
190,2,10^-06,Compound C,3.2978,4468.757
191,2,10^-06,Compound C,3.3464,3818.159
192,3,Control,Compound A,3.6298000000000004,3633.542
193,3,Control,Compound A,3.661,3416.737
194,3,Control,Compound A,3.6962,3815.554
195,3,Control,Compound A,3.6778,3109.664
196,3,Control,Compound B,3.531,2873.35
197,3,Control,Compound B,3.6388,2830.53
198,3,Control,Compound B,3.6608,2860.4
199,3,Control,Compound B,3.6164,3334.315
200,3,Control,Compound C,3.6146,3667.82
201,3,Control,Compound C,3.6174,3434.133
202,3,Control,Compound C,3.5786,3675.367
203,3,Control,Compound C,3.6264,3784.815
204,3,10^-12,Compound A,3.79,3284.013
205,3,10^-12,Compound A,3.8112,3559.161
206,3,10^-12,Compound A,3.8562,3795.412
207,3,10^-12,Compound A,3.8386,3226.689
208,3,10^-12,Compound B,3.691,2975.015
209,3,10^-12,Compound B,3.7972,3068.692
210,3,10^-12,Compound B,3.8142,3015.16
211,3,10^-12,Compound B,3.7874,3300.47
212,3,10^-12,Compound C,3.7942,3700.344
213,3,10^-12,Compound C,3.7962,4232.558
214,3,10^-12,Compound C,3.7394,3859.055
215,3,10^-12,Compound C,3.7776,3948.926
216,3,10^-11,Compound A,3.95,3033.792
217,3,10^-11,Compound A,4.067,2969.189
218,3,10^-11,Compound A,4.0062,3133.631
219,3,10^-11,Compound A,4.0098,3270.171
220,3,10^-11,Compound B,3.8624,3171.878
221,3,10^-11,Compound B,3.9472,3173.249
222,3,10^-11,Compound B,3.9726,3123.88
223,3,10^-11,Compound B,3.9456,3259.92
224,3,10^-11,Compound C,3.9568,3596.07
225,3,10^-11,Compound C,3.9494,3903.438
226,3,10^-11,Compound C,3.9306,3466.687
227,3,10^-11,Compound C,3.9384,3553.376
228,3,10^-10,Compound A,4.1192,2861.173
229,3,10^-10,Compound A,4.2216,2812.298
230,3,10^-10,Compound A,4.1566,3048.695
231,3,10^-10,Compound A,4.1684,3555.234
232,3,10^-10,Compound B,4.0334,3038.975
233,3,10^-10,Compound B,4.1836,3354.358
234,3,10^-10,Compound B,4.1324,3640.198
235,3,10^-10,Compound B,4.0958,3510.023
236,3,10^-10,Compound C,4.1644,3888.094
237,3,10^-10,Compound C,4.1638,3964.013
238,3,10^-10,Compound C,4.089,4018.994
239,3,10^-10,Compound C,4.0864,3762.814
240,3,10^-09,Compound A,4.3102,2986.85
241,3,10^-09,Compound A,4.372,3106.5
242,3,10^-09,Compound A,4.3166,3068.531
243,3,10^-09,Compound A,4.4006,3026.111
244,3,10^-09,Compound B,4.1914,3048.302
245,3,10^-09,Compound B,4.3376,3237.532
246,3,10^-09,Compound B,4.2838,3634.9
247,3,10^-09,Compound B,4.2462,3471.866
248,3,10^-09,Compound C,4.3254,3462.76
249,3,10^-09,Compound C,4.3278,3805.303
250,3,10^-09,Compound C,4.249,4015.322
251,3,10^-09,Compound C,4.3172,3434.259
252,3,10^-08,Compound A,4.4604,2985.689
253,3,10^-08,Compound A,4.5322,3693.763
254,3,10^-08,Compound A,4.4868,3290.121
255,3,10^-08,Compound A,4.5596,3154.154
256,3,10^-08,Compound B,4.3418,3419.491
257,3,10^-08,Compound B,4.4878,3228.529
258,3,10^-08,Compound B,4.443,3676.791
259,3,10^-08,Compound B,4.4078,3549.677
260,3,10^-08,Compound C,4.4776,3935.673
261,3,10^-08,Compound C,4.479,3895.461
262,3,10^-08,Compound C,4.399,4071.891
263,3,10^-08,Compound C,4.478,3476.891
264,3,10^-07,Compound A,4.610799999999999,2840.571
265,3,10^-07,Compound A,4.683,2915.683
266,3,10^-07,Compound A,4.6372,3609.786
267,3,10^-07,Compound A,4.7186,3114.64
268,3,10^-07,Compound B,4.502,3289.869
269,3,10^-07,Compound B,4.6382,3420.055
270,3,10^-07,Compound B,4.613,3384.817
271,3,10^-07,Compound B,4.5964,3629.658
272,3,10^-07,Compound C,4.636,3875.788
273,3,10^-07,Compound C,4.6382,4309.714
274,3,10^-07,Compound C,4.5514,4499.101
275,3,10^-07,Compound C,4.6276,4141.118
276,3,10^-06,Compound A,4.771599999999999,2866.666
277,3,10^-06,Compound A,4.8324,3292.108
278,3,10^-06,Compound A,4.7972,3077.815
279,3,10^-06,Compound A,4.8688,3148.306
280,3,10^-06,Compound B,4.6636,3337.896
281,3,10^-06,Compound B,4.798,3459.588
282,3,10^-06,Compound B,4.7634,3815.965
283,3,10^-06,Compound B,4.7566,3447.706
284,3,10^-06,Compound C,4.7958,4014.437
285,3,10^-06,Compound C,4.7982,4508.087
286,3,10^-06,Compound C,4.7094,4425.094
287,3,10^-06,Compound C,4.7876,3852.549
288,4,Control,Compound A,5.0611999999999995,3721.182
289,4,Control,Compound A,5.1926,3401.09
290,4,Control,Compound A,5.0876,3759.023
291,4,Control,Compound A,5.1492,3140.274
292,4,Control,Compound B,5.0224,2839.581
293,4,Control,Compound B,5.0786,2803.337
294,4,Control,Compound B,5.1052,2840.162
295,4,Control,Compound B,5.0878,3294.725
296,4,Control,Compound C,5.0764,3641.708
297,4,Control,Compound C,5.079,3404.224
298,4,Control,Compound C,5.0298,3651.471
299,4,Control,Compound C,5.068,3764.837
300,4,10^-12,Compound A,5.305199999999999,3289.447
301,4,10^-12,Compound A,5.3438,3615.763
302,4,10^-12,Compound A,5.2476,3800.338
303,4,10^-12,Compound A,5.318,3234.539
304,4,10^-12,Compound B,5.1724,3024.248
305,4,10^-12,Compound B,5.3086,3080.173
306,4,10^-12,Compound B,5.2538,2980.698
307,4,10^-12,Compound B,5.2488,3366.007
308,4,10^-12,Compound C,5.308,3684.371
309,4,10^-12,Compound C,5.3106,4196.266
310,4,10^-12,Compound C,5.1906,3859.873
311,4,10^-12,Compound C,5.3224,3948.447
312,4,10^-11,Compound A,5.4626,2978.244
313,4,10^-11,Compound A,5.5046,2953.493
314,4,10^-11,Compound A,5.4786,3185.388
315,4,10^-11,Compound A,5.5296,3268.538
316,4,10^-11,Compound B,5.3238,3200.589
317,4,10^-11,Compound B,5.459,3204.698
318,4,10^-11,Compound B,5.414,3180.572
319,4,10^-11,Compound B,5.397,3259.158
320,4,10^-11,Compound C,5.4566,3570.579
321,4,10^-11,Compound C,5.469,3954.558
322,4,10^-11,Compound C,5.3618,3392.612
323,4,10^-11,Compound C,5.4704,3557.719
324,4,10^-10,Compound A,5.6318,2791.093
325,4,10^-10,Compound A,5.653,2762.969
326,4,10^-10,Compound A,5.6394,3065.236
327,4,10^-10,Compound A,5.6896,3533.92
328,4,10^-10,Compound B,5.4846,2988.653
329,4,10^-10,Compound B,5.62,3375.661
330,4,10^-10,Compound B,5.6062,3693.184
331,4,10^-10,Compound B,5.5866,3489.045
332,4,10^-10,Compound C,5.6068,3875.682
333,4,10^-10,Compound C,5.629,3922.045
334,4,10^-10,Compound C,5.5206,3981.64
335,4,10^-10,Compound C,5.6284,3747.665
336,4,10^-09,Compound A,5.7918,2993.638
337,4,10^-09,Compound A,5.8034,3033.962
338,4,10^-09,Compound A,5.798,3090.863
339,4,10^-09,Compound A,5.8398,3028.101
340,4,10^-09,Compound B,5.633,3048.603
341,4,10^-09,Compound B,5.779,3294.652
342,4,10^-09,Compound B,5.7652,3619.32
343,4,10^-09,Compound B,5.7474,3461.38
344,4,10^-09,Compound C,5.7668,3506.633
345,4,10^-09,Compound C,5.779,3872.576
346,4,10^-09,Compound C,5.6802,4002.374
347,4,10^-09,Compound C,5.7884,3408.556
348,4,10^-08,Compound A,5.9422,3016.409
349,4,10^-08,Compound A,5.9634,3699.374
350,4,10^-08,Compound A,5.9484,3257.643
351,4,10^-08,Compound A,5.991,3192.612
352,4,10^-08,Compound B,5.7834,3439.802
353,4,10^-08,Compound B,5.9294,3215.848
354,4,10^-08,Compound B,5.9242,3688.623
355,4,10^-08,Compound B,5.8976,3572.015
356,4,10^-08,Compound C,5.919,3985.798
357,4,10^-08,Compound C,5.9302,3864.911
358,4,10^-08,Compound C,5.8306,4023.812
359,4,10^-08,Compound C,5.9392,3492.287
360,4,10^-07,Compound A,6.1022,2887.717
361,4,10^-07,Compound A,6.186,2839.623
362,4,10^-07,Compound A,6.1086,3524.348
363,4,10^-07,Compound A,6.15,3174.757
364,4,10^-07,Compound B,5.9934,3289.085
365,4,10^-07,Compound B,6.0896,3426.373
366,4,10^-07,Compound B,6.0744,3421.581
367,4,10^-07,Compound B,6.048,3604.257
368,4,10^-07,Compound C,6.0774,3951.975
369,4,10^-07,Compound C,6.0894,4257.794
370,4,10^-07,Compound C,6.061,4481.027
371,4,10^-07,Compound C,6.0888,4081.797
372,4,10^-06,Compound A,6.263400000000001,2847.776
373,4,10^-06,Compound A,6.344,3263.002
374,4,10^-06,Compound A,6.2686,2984.368
375,4,10^-06,Compound A,6.3002,3182.185
376,4,10^-06,Compound B,6.1434,3379.823
377,4,10^-06,Compound B,6.3018,3472.462
378,4,10^-06,Compound B,6.2248,3756.221
379,4,10^-06,Compound B,6.208,3495.101
380,4,10^-06,Compound C,6.3008,4044.616
381,4,10^-06,Compound C,6.311,4486.994
382,4,10^-06,Compound C,6.211,4435.225
383,4,10^-06,Compound C,6.2488,3817.5
384,5,Control,Compound A,6.562799999999999,3662.118
385,5,Control,Compound A,6.624,3429.655
386,5,Control,Compound A,6.649,3822.04
387,5,Control,Compound A,6.6404,3097.783
388,5,Control,Compound B,6.5438,2843.992
389,5,Control,Compound B,6.5918,2811.202
390,5,Control,Compound B,6.6664,2826.067
391,5,Control,Compound B,6.646,3360.332
392,5,Control,Compound C,6.5888,3667.69
393,5,Control,Compound C,6.5998,3389.0
394,5,Control,Compound C,6.5514,3660.648
395,5,Control,Compound C,6.5496,3737.153
396,5,10^-12,Compound A,6.7226,3284.557
397,5,10^-12,Compound A,6.775,3569.729
398,5,10^-12,Compound A,6.799,3757.095
399,5,10^-12,Compound A,6.7908,3187.38
400,5,10^-12,Compound B,6.6952,2989.772
401,5,10^-12,Compound B,6.74,3090.917
402,5,10^-12,Compound B,6.8254,2977.264
403,5,10^-12,Compound B,6.8002,3375.138
404,5,10^-12,Compound C,6.7494,3748.607
405,5,10^-12,Compound C,6.751,4290.006
406,5,10^-12,Compound C,6.7018,3858.382
407,5,10^-12,Compound C,6.7096,3916.121
408,5,10^-11,Compound A,6.872999999999999,3018.005
409,5,10^-11,Compound A,6.926,2971.528
410,5,10^-11,Compound A,6.9494,3206.101
411,5,10^-11,Compound A,6.9412,3284.694
412,5,10^-11,Compound B,6.8562,3220.16
413,5,10^-11,Compound B,6.8904,3166.58
414,5,10^-11,Compound B,6.9754,3119.363
415,5,10^-11,Compound B,6.9488,3313.002
416,5,10^-11,Compound C,6.8982,3540.91
417,5,10^-11,Compound C,6.9222,3895.908
418,5,10^-11,Compound C,6.8518,3405.187
419,5,10^-11,Compound C,6.8592,3585.783
420,5,10^-10,Compound A,7.035,2864.892
421,5,10^-10,Compound A,7.0744,2835.906
422,5,10^-10,Compound A,7.1096,3051.889
423,5,10^-10,Compound A,7.101,3533.199
424,5,10^-10,Compound B,7.0544,2982.773
425,5,10^-10,Compound B,7.0506,3362.364
426,5,10^-10,Compound B,7.1256,3675.271
427,5,10^-10,Compound B,7.109,3488.098
428,5,10^-10,Compound C,7.0584,3893.71
429,5,10^-10,Compound C,7.0806,3923.3
430,5,10^-10,Compound C,7.0562,3989.333
431,5,10^-10,Compound C,7.0096,3713.474
432,5,10^-09,Compound A,7.193199999999999,2996.953
433,5,10^-09,Compound A,7.305,3107.429
434,5,10^-09,Compound A,7.2596,3105.489
435,5,10^-09,Compound A,7.2512,3027.737
436,5,10^-09,Compound B,7.2048,3025.705
437,5,10^-09,Compound B,7.2022,3284.958
438,5,10^-09,Compound B,7.2876,3599.904
439,5,10^-09,Compound B,7.2698,3530.27
440,5,10^-09,Compound C,7.2182,3406.265
441,5,10^-09,Compound C,7.2306,3761.353
442,5,10^-09,Compound C,7.2122,4097.105
443,5,10^-09,Compound C,7.1696,3416.581
444,5,10^-08,Compound A,7.3436,2944.405
445,5,10^-08,Compound A,7.4656,3642.394
446,5,10^-08,Compound A,7.41,3254.831
447,5,10^-08,Compound A,7.4016,3191.71
448,5,10^-08,Compound B,7.3648,3446.922
449,5,10^-08,Compound B,7.431,3268.641
450,5,10^-08,Compound B,7.4358,3721.093
451,5,10^-08,Compound B,7.4192,3542.146
452,5,10^-08,Compound C,7.439,3961.508
453,5,10^-08,Compound C,7.4418,3903.01
454,5,10^-08,Compound C,7.3634,4097.898
455,5,10^-08,Compound C,7.3208,3467.398
456,5,10^-07,Compound A,7.5136,2897.646
457,5,10^-07,Compound A,7.6152,2892.82
458,5,10^-07,Compound A,7.5956,3578.407
459,5,10^-07,Compound A,7.5954,3126.206
460,5,10^-07,Compound B,7.5148,3275.695
461,5,10^-07,Compound B,7.5908,3405.493
462,5,10^-07,Compound B,7.5862,3473.5
463,5,10^-07,Compound B,7.5796,3635.664
464,5,10^-07,Compound C,7.5986,3934.236
465,5,10^-07,Compound C,7.601,4302.717
466,5,10^-07,Compound C,7.5222,4443.175
467,5,10^-07,Compound C,7.5104,4169.569
468,5,10^-06,Compound A,7.6744,2876.024
469,5,10^-06,Compound A,7.7754,3257.773
470,5,10^-06,Compound A,7.75,3036.321
471,5,10^-06,Compound A,7.7518,3157.093
472,5,10^-06,Compound B,7.6652,3379.147
473,5,10^-06,Compound B,7.741,3461.963
474,5,10^-06,Compound B,7.7962,3750.139
475,5,10^-06,Compound B,7.7794,3451.247
476,5,10^-06,Compound C,7.7486,4042.991
477,5,10^-06,Compound C,7.751,4456.15
478,5,10^-06,Compound C,7.6722,4431.191
479,5,10^-06,Compound C,7.6704,3844.125
480,6,Control,Compound A,8.084,3707.643
481,6,Control,Compound A,8.1158,3429.166
482,6,Control,Compound A,8.1704,3802.684
483,6,Control,Compound A,8.152,3095.667
484,6,Control,Compound B,8.1644,2872.921
485,6,Control,Compound B,8.0814,2828.354
486,6,Control,Compound B,8.1468,2868.177
487,6,Control,Compound B,8.1316,3361.239
488,6,Control,Compound C,8.0998,3697.638
489,6,Control,Compound C,8.0814,3427.382
490,6,Control,Compound C,8.1154,3669.024
491,6,Control,Compound C,8.072,3781.551
492,6,10^-12,Compound A,8.2342,3259.138
493,6,10^-12,Compound A,8.3032,3547.653
494,6,10^-12,Compound A,8.3208,3811.678
495,6,10^-12,Compound A,8.3124,3211.824
496,6,10^-12,Compound B,8.3274,2930.699
497,6,10^-12,Compound B,8.2314,3089.593
498,6,10^-12,Compound B,8.3066,3007.75
499,6,10^-12,Compound B,8.2798,3267.86
500,6,10^-12,Compound C,8.2714,3760.982
501,6,10^-12,Compound C,8.2326,4270.432
502,6,10^-12,Compound C,8.275,3880.094
503,6,10^-12,Compound C,8.2424,3947.061
504,6,10^-11,Compound A,8.3856,3035.709
505,6,10^-11,Compound A,8.4558,2984.433
506,6,10^-11,Compound A,8.481,3159.948
507,6,10^-11,Compound A,8.4724,3271.417
508,6,10^-11,Compound B,8.4758,3186.272
509,6,10^-11,Compound B,8.419,3167.645
510,6,10^-11,Compound B,8.4568,3150.459
511,6,10^-11,Compound B,8.4302,3250.154
512,6,10^-11,Compound C,8.4998,3628.177
513,6,10^-11,Compound C,8.4302,3893.86
514,6,10^-11,Compound C,8.433,3439.074
515,6,10^-11,Compound C,8.3912,3550.876
516,6,10^-10,Compound A,8.5946,2849.721
517,6,10^-10,Compound A,8.6062,2854.918
518,6,10^-10,Compound A,8.721,3067.029
519,6,10^-10,Compound A,8.6542,3527.795
520,6,10^-10,Compound B,8.6262,2955.321
521,6,10^-10,Compound B,8.582,3366.602
522,6,10^-10,Compound B,8.6072,3677.991
523,6,10^-10,Compound B,8.5902,3515.302
524,6,10^-10,Compound C,8.6494,3865.836
525,6,10^-10,Compound C,8.5818,3929.733
526,6,10^-10,Compound C,8.5834,3971.554
527,6,10^-10,Compound C,8.5712,3771.376
528,6,10^-09,Compound A,8.745,2966.875
529,6,10^-09,Compound A,8.7662,3076.899
530,6,10^-09,Compound A,8.8714,3113.729
531,6,10^-09,Compound A,8.813,3045.885
532,6,10^-09,Compound B,8.787,3092.049
533,6,10^-09,Compound B,8.7322,3262.759
534,6,10^-09,Compound B,8.7936,3613.142
535,6,10^-09,Compound B,8.7736,3504.712
536,6,10^-09,Compound C,8.801,3495.682
537,6,10^-09,Compound C,8.7322,3787.685
538,6,10^-09,Compound C,8.7338,4027.692
539,6,10^-09,Compound C,8.7216,3400.375
540,6,10^-08,Compound A,8.905,2992.813
541,6,10^-08,Compound A,8.9182,3709.365
542,6,10^-08,Compound A,9.0312,3246.509
543,6,10^-08,Compound A,8.9736,3183.363
544,6,10^-08,Compound B,8.9362,3441.039
545,6,10^-08,Compound B,8.8924,3272.394
546,6,10^-08,Compound B,8.9476,3686.208
547,6,10^-08,Compound B,8.9308,3523.284
548,6,10^-08,Compound C,8.9606,3933.709
549,6,10^-08,Compound C,8.8922,3897.685
550,6,10^-08,Compound C,8.8954,4081.314
551,6,10^-08,Compound C,8.8736,3493.501
552,6,10^-07,Compound A,9.0658,2845.45
553,6,10^-07,Compound A,9.0768,2864.73
554,6,10^-07,Compound A,9.1814,3593.96
555,6,10^-07,Compound A,9.123,3177.951
556,6,10^-07,Compound B,9.1146,3266.571
557,6,10^-07,Compound B,9.0522,3454.139
558,6,10^-07,Compound B,9.1076,3404.229
559,6,10^-07,Compound B,9.0908,3617.569
560,6,10^-07,Compound C,9.1102,3926.771
561,6,10^-07,Compound C,9.0446,4301.311
562,6,10^-07,Compound C,9.0438,4474.908
563,6,10^-07,Compound C,9.032,4079.818
564,6,10^-06,Compound A,9.2154,2859.567
565,6,10^-06,Compound A,9.2366,3279.652
566,6,10^-06,Compound A,9.333,3058.484
567,6,10^-06,Compound A,9.2734,3164.567
568,6,10^-06,Compound B,9.2766,3371.474
569,6,10^-06,Compound B,9.2028,3481.204
570,6,10^-06,Compound B,9.2676,3763.708
571,6,10^-06,Compound B,9.2408,3479.297
572,6,10^-06,Compound C,9.2606,3997.707
573,6,10^-06,Compound C,9.203,4487.305
574,6,10^-06,Compound C,9.2442,4450.797
575,6,10^-06,Compound C,9.1816,3800.869
576,7,Control,Compound A,9.6858,3721.187
577,7,Control,Compound A,9.6562,3396.327
578,7,Control,Compound A,9.7228,3841.318
579,7,Control,Compound A,9.7134,3102.115
580,7,Control,Compound B,9.589,2895.453
581,7,Control,Compound B,9.6028,2798.824
582,7,Control,Compound B,9.668,2851.863
583,7,Control,Compound B,9.6412,3269.941
584,7,Control,Compound C,9.6398,3623.446
585,7,Control,Compound C,9.603,3398.083
586,7,Control,Compound C,9.6034,3575.102
587,7,Control,Compound C,9.684,3795.052
588,7,10^-12,Compound A,9.8478,3294.547
589,7,10^-12,Compound A,9.809,3563.81
590,7,10^-12,Compound A,9.8824,3790.705
