,PlateRead,Concentration,Compound,Time,Fluorescence
4055,43,10^-12,Compound C,64.5872,4367.844
4056,43,10^-11,Compound A,64.7306,2839.722
4057,43,10^-11,Compound A,64.7624,2879.327
4058,43,10^-11,Compound A,64.727,3120.75
4059,43,10^-11,Compound A,64.7306,3207.961
4060,43,10^-11,Compound B,64.7122,3407.444
4061,43,10^-11,Compound B,64.6488,3358.659
4062,43,10^-11,Compound B,64.7434,3467.773
4063,43,10^-11,Compound B,64.705,3760.685
4064,43,10^-11,Compound C,64.6662,4289.027
4065,43,10^-11,Compound C,64.6678,4604.828
4066,43,10^-11,Compound C,64.6994,4585.851
4067,43,10^-11,Compound C,64.7664,4487.618
4068,43,10^-10,Compound A,64.972,2730.12
4069,43,10^-10,Compound A,64.9222,2850.89
4070,43,10^-10,Compound A,64.8774,3218.5
4071,43,10^-10,Compound A,64.889,3685.896
4072,43,10^-10,Compound B,64.8722,3151.907
4073,43,10^-10,Compound B,64.8582,3626.049
4074,43,10^-10,Compound B,64.8932,4136.864
4075,43,10^-10,Compound B,64.8584,3931.32
4076,43,10^-10,Compound C,64.8962,4862.584
4077,43,10^-10,Compound C,64.8782,4960.251
4078,43,10^-10,Compound C,64.8598,5223.265
4079,43,10^-10,Compound C,64.9576,4861.916
4080,43,10^-09,Compound A,65.131,2939.161
4081,43,10^-09,Compound A,65.0726,3012.335
4082,43,10^-09,Compound A,65.1074,3365.923
4083,43,10^-09,Compound A,65.0888,3069.651
4084,43,10^-09,Compound B,65.0222,3602.18
4085,43,10^-09,Compound B,65.0182,3606.745
4086,43,10^-09,Compound B,65.0436,4181.868
4087,43,10^-09,Compound B,65.017,4078.866
4088,43,10^-09,Compound C,65.0558,4754.095
4089,43,10^-09,Compound C,65.039,5443.65
4090,43,10^-09,Compound C,65.0194,5776.728
4091,43,10^-09,Compound C,65.1176,6058.564
4092,43,10^-08,Compound A,65.2816,3369.17
4093,43,10^-08,Compound A,65.2328,4092.804
4094,43,10^-08,Compound A,65.2574,5959.877
4095,43,10^-08,Compound A,65.241,6883.466
4096,43,10^-08,Compound B,65.1728,5676.108
4097,43,10^-08,Compound B,65.1684,5480.676
4098,43,10^-08,Compound B,65.2636,6079.29
4099,43,10^-08,Compound B,65.2268,5727.073
4100,43,10^-08,Compound C,65.2062,5997.079
4101,43,10^-08,Compound C,65.1886,5767.4
4102,43,10^-08,Compound C,65.1698,6788.267
4103,43,10^-08,Compound C,65.268,6774.744
4104,43,10^-07,Compound A,65.4416,4677.83
4105,43,10^-07,Compound A,65.3936,5145.038
4106,43,10^-07,Compound A,65.4078,6186.899
4107,43,10^-07,Compound A,65.3994,5849.537
4108,43,10^-07,Compound B,65.3338,9385.811
4109,43,10^-07,Compound B,65.3196,10188.752
4110,43,10^-07,Compound B,65.4138,9757.766
4111,43,10^-07,Compound B,65.378,10425.669
4112,43,10^-07,Compound C,65.3574,9478.24
4113,43,10^-07,Compound C,65.349,9958.909
4114,43,10^-07,Compound C,65.3302,10242.107
4115,43,10^-07,Compound C,65.4192,12923.077
4116,43,10^-06,Compound A,65.6014,6079.73
4117,43,10^-06,Compound A,65.5432,7346.417
4118,43,10^-06,Compound A,65.5678,8155.488
4119,43,10^-06,Compound A,65.5494,9331.284
4120,43,10^-06,Compound B,65.5526,10273.848
4121,43,10^-06,Compound B,65.4786,10001.64
4122,43,10^-06,Compound B,65.564,11021.194
4123,43,10^-06,Compound B,65.5372,10827.535
4124,43,10^-06,Compound C,65.5166,10816.327
4125,43,10^-06,Compound C,65.5086,12273.745
4126,43,10^-06,Compound C,65.543,13731.286
4127,43,10^-06,Compound C,65.5784,14998.459
4128,44,Control,Compound A,65.958,3184.683
4129,44,Control,Compound A,65.9032,3443.206
4130,44,Control,Compound A,65.9484,3580.938
4131,44,Control,Compound A,65.9486,3094.569
4132,44,Control,Compound B,65.863,2996.083
4133,44,Control,Compound B,65.9194,2993.982
4134,44,Control,Compound B,65.9162,3124.075
4135,44,Control,Compound B,65.8978,3758.215
4136,44,Control,Compound C,65.895,4109.72
4137,44,Control,Compound C,65.9294,3639.843
4138,44,Control,Compound C,65.8306,3835.724
4139,44,Control,Compound C,66.0288,3954.157
4140,44,10^-12,Compound A,66.112,3116.338
4141,44,10^-12,Compound A,66.0536,3528.308
4142,44,10^-12,Compound A,66.1684,3705.401
4143,44,10^-12,Compound A,66.1602,3125.885
4144,44,10^-12,Compound B,66.0144,3020.196
4145,44,10^-12,Compound B,66.0702,3196.287
4146,44,10^-12,Compound B,66.0746,3168.268
4147,44,10^-12,Compound B,66.0576,3920.102
4148,44,10^-12,Compound C,66.0578,4295.999
4149,44,10^-12,Compound C,66.0794,4746.728
4150,44,10^-12,Compound C,65.9814,4549.691
4151,44,10^-12,Compound C,66.1796,4421.082
4152,44,10^-11,Compound A,66.2624,2802.7
4153,44,10^-11,Compound A,66.2144,2942.338
4154,44,10^-11,Compound A,66.3188,3107.454
4155,44,10^-11,Compound A,66.3204,3185.328
4156,44,10^-11,Compound B,66.1754,3343.176
4157,44,10^-11,Compound B,66.2414,3363.715
4158,44,10^-11,Compound B,66.259,3428.54
4159,44,10^-11,Compound B,66.3198,3828.443
4160,44,10^-11,Compound C,66.2294,4357.894
4161,44,10^-11,Compound C,66.2294,4627.419
4162,44,10^-11,Compound C,66.153,4620.325
4163,44,10^-11,Compound C,66.3504,4601.001
4164,44,10^-10,Compound A,66.4234,2744.285
4165,44,10^-10,Compound A,66.3858,2843.505
4166,44,10^-10,Compound A,66.4804,3184.78
4167,44,10^-10,Compound A,66.4802,3706.622
4168,44,10^-10,Compound B,66.3236,3272.922
4169,44,10^-10,Compound B,66.3998,3613.922
4170,44,10^-10,Compound B,66.415,4161.463
4171,44,10^-10,Compound B,66.478,3920.826
4172,44,10^-10,Compound C,66.3878,4840.308
4173,44,10^-10,Compound C,66.3902,4934.065
4174,44,10^-10,Compound C,66.3114,5228.178
4175,44,10^-10,Compound C,66.4992,4945.816
4176,44,10^-09,Compound A,66.5724,2956.254
4177,44,10^-09,Compound A,66.5442,3025.28
4178,44,10^-09,Compound A,66.6288,3354.35
4179,44,10^-09,Compound A,66.6316,3051.315
4180,44,10^-09,Compound B,66.474,3664.801
4181,44,10^-09,Compound B,66.5498,3556.081
4182,44,10^-09,Compound B,66.576,4158.828
4183,44,10^-09,Compound B,66.6282,4018.833
4184,44,10^-09,Compound C,66.5478,4881.005
4185,44,10^-09,Compound C,66.5398,5527.221
4186,44,10^-09,Compound C,66.461,5795.68
4187,44,10^-09,Compound C,66.6492,6244.917
4188,44,10^-08,Compound A,66.7228,3477.669
4189,44,10^-08,Compound A,66.704,4102.584
4190,44,10^-08,Compound A,66.7792,5983.213
4191,44,10^-08,Compound A,66.7908,6904.042
4192,44,10^-08,Compound B,66.684,5729.307
4193,44,10^-08,Compound B,66.7002,5547.243
4194,44,10^-08,Compound B,66.735,6035.989
4195,44,10^-08,Compound B,66.7788,5798.69
4196,44,10^-08,Compound C,66.6982,6068.64
4197,44,10^-08,Compound C,66.6902,5762.277
4198,44,10^-08,Compound C,66.6826,6782.136
4199,44,10^-08,Compound C,66.7996,6825.735
4200,44,10^-07,Compound A,66.883,4670.658
4201,44,10^-07,Compound A,66.8942,5138.857
4202,44,10^-07,Compound A,66.9392,6259.552
4203,44,10^-07,Compound A,66.9508,5947.42
4204,44,10^-07,Compound B,66.834,9342.569
4205,44,10^-07,Compound B,66.9164,10211.031
4206,44,10^-07,Compound B,66.8854,9796.363
4207,44,10^-07,Compound B,66.9404,10543.991
4208,44,10^-07,Compound C,66.8582,9515.146
4209,44,10^-07,Compound C,66.9238,9971.541
4210,44,10^-07,Compound C,66.8418,10286.142
4211,44,10^-07,Compound C,67.0064,13126.344
4212,44,10^-06,Compound A,67.0838,6078.217
4213,44,10^-06,Compound A,67.0546,7291.796
4214,44,10^-06,Compound A,67.1608,8071.001
4215,44,10^-06,Compound A,67.15,9298.342
4216,44,10^-06,Compound B,66.9844,10270.21
4217,44,10^-06,Compound B,67.0702,10005.419
4218,44,10^-06,Compound B,67.0458,10834.951
4219,44,10^-06,Compound B,67.0886,10866.454
4220,44,10^-06,Compound C,67.0278,10790.534
4221,44,10^-06,Compound C,67.0806,12303.708
4222,44,10^-06,Compound C,66.9914,13860.824
4223,44,10^-06,Compound C,67.16,15014.775
4224,45,Control,Compound A,67.4634,3245.187
4225,45,Control,Compound A,67.425,3479.769
4226,45,Control,Compound A,67.4696,3573.231
4227,45,Control,Compound A,67.433,3105.806
4228,45,Control,Compound B,67.3748,3007.449
4229,45,Control,Compound B,67.3706,2998.106
4230,45,Control,Compound B,67.4378,3113.892
4231,45,Control,Compound B,67.419,3680.753
4232,45,Control,Compound C,67.3886,3997.967
4233,45,Control,Compound C,67.3906,3665.53
4234,45,Control,Compound C,67.3626,3819.112
4235,45,Control,Compound C,67.47,3957.814
4236,45,10^-12,Compound A,67.6138,3102.401
4237,45,10^-12,Compound A,67.5852,3514.777
4238,45,10^-12,Compound A,67.62,3691.248
4239,45,10^-12,Compound A,67.5816,3098.916
4240,45,10^-12,Compound B,67.5538,2990.964
4241,45,10^-12,Compound B,67.5208,3226.411
4242,45,10^-12,Compound B,67.5958,3255.8
4243,45,10^-12,Compound B,67.57,3815.711
4244,45,10^-12,Compound C,67.5394,4257.048
4245,45,10^-12,Compound C,67.541,4857.081
4246,45,10^-12,Compound C,67.5342,4583.107
4247,45,10^-12,Compound C,67.6212,4363.183
4248,45,10^-11,Compound A,67.7738,2833.128
4249,45,10^-11,Compound A,67.7358,2902.833
4250,45,10^-11,Compound A,67.7802,3085.41
4251,45,10^-11,Compound A,67.7418,3195.515
4252,45,10^-11,Compound B,67.755,3398.92
4253,45,10^-11,Compound B,67.6714,3405.021
4254,45,10^-11,Compound B,67.746,3432.739
4255,45,10^-11,Compound B,67.7414,3762.997
4256,45,10^-11,Compound C,67.7102,4246.614
4257,45,10^-11,Compound C,67.7014,4694.994
4258,45,10^-11,Compound C,67.7426,4693.514
4259,45,10^-11,Compound C,67.7924,4527.905
4260,45,10^-10,Compound A,67.9438,2741.947
4261,45,10^-10,Compound A,67.9656,2852.43
4262,45,10^-10,Compound A,67.9402,3193.346
4263,45,10^-10,Compound A,67.8916,3704.319
4264,45,10^-10,Compound B,67.9054,3197.934
4265,45,10^-10,Compound B,67.831,3623.195
4266,45,10^-10,Compound B,67.8964,4053.773
4267,45,10^-10,Compound B,67.8994,3937.013
4268,45,10^-10,Compound C,67.859,4884.418
4269,45,10^-10,Compound C,67.8614,4947.713
4270,45,10^-10,Compound C,67.8926,5315.223
4271,45,10^-10,Compound C,67.9504,5008.346
4272,45,10^-09,Compound A,68.1542,2974.74
4273,45,10^-09,Compound A,68.1254,3014.75
4274,45,10^-09,Compound A,68.0906,3356.458
4275,45,10^-09,Compound A,68.0422,3054.848
4276,45,10^-09,Compound B,68.0656,3701.393
4277,45,10^-09,Compound B,68.0414,3661.347
4278,45,10^-09,Compound B,68.058,4159.011
4279,45,10^-09,Compound B,68.0496,4051.826
4280,45,10^-09,Compound C,68.0894,4818.529
4281,45,10^-09,Compound C,68.0614,5528.963
4282,45,10^-09,Compound C,68.0434,5896.836
4283,45,10^-09,Compound C,68.1408,6196.498
4284,45,10^-08,Compound A,68.3142,3489.15
4285,45,10^-08,Compound A,68.2756,4084.213
4286,45,10^-08,Compound A,68.2908,5957.373
4287,45,10^-08,Compound A,68.272,6970.863
4288,45,10^-08,Compound B,68.2162,5787.584
4289,45,10^-08,Compound B,68.2024,5622.117
4290,45,10^-08,Compound B,68.2066,6088.934
4291,45,10^-08,Compound B,68.2,5725.935
4292,45,10^-08,Compound C,68.2502,6025.378
4293,45,10^-08,Compound C,68.2214,5797.279
4294,45,10^-08,Compound C,68.2026,6883.273
4295,45,10^-08,Compound C,68.3012,6942.653
4296,45,10^-07,Compound A,68.4644,4667.149
4297,45,10^-07,Compound A,68.427,5136.579
4298,45,10^-07,Compound A,68.4406,6221.208
4299,45,10^-07,Compound A,68.4222,6094.399
4300,45,10^-07,Compound B,68.3658,9368.014
4301,45,10^-07,Compound B,68.3616,10244.104
4302,45,10^-07,Compound B,68.3948,9633.293
4303,45,10^-07,Compound B,68.45,10238.456
4304,45,10^-07,Compound C,68.4094,9468.178
4305,45,10^-07,Compound C,68.3718,9918.953
4306,45,10^-07,Compound C,68.353,10330.922
4307,45,10^-07,Compound C,68.4608,13186.357
4308,45,10^-06,Compound A,68.6156,6026.189
4309,45,10^-06,Compound A,68.586,7320.448
4310,45,10^-06,Compound A,68.592,8179.342
4311,45,10^-06,Compound A,68.5726,9326.425
4312,45,10^-06,Compound B,68.526,10120.519
4313,45,10^-06,Compound B,68.512,9855.304
4314,45,10^-06,Compound B,68.5568,10855.151
4315,45,10^-06,Compound B,68.6004,10725.278
4316,45,10^-06,Compound C,68.5598,10810.18
4317,45,10^-06,Compound C,68.5222,12326.057
4318,45,10^-06,Compound C,68.5034,13751.104
4319,45,10^-06,Compound C,68.6112,14974.206
4320,46,Control,Compound A,68.9748,3236.24
4321,46,Control,Compound A,68.963,3484.696
4322,46,Control,Compound A,68.9812,3578.474
4323,46,Control,Compound A,68.9648,3109.462
4324,46,Control,Compound B,68.8972,2971.288
4325,46,Control,Compound B,68.882,2990.838
4326,46,Control,Compound B,68.9672,3134.995
4327,46,Control,Compound B,68.9406,3669.748
4328,46,Control,Compound C,68.9102,4060.615
4329,46,Control,Compound C,68.9022,3626.797
4330,46,Control,Compound C,68.8746,3811.636
4331,46,Control,Compound C,68.9816,3902.026
4332,46,10^-12,Compound A,69.1528,3087.044
4333,46,10^-12,Compound A,69.1272,3542.777
4334,46,10^-12,Compound A,69.1316,3675.221
4335,46,10^-12,Compound A,69.1232,3121.42
4336,46,10^-12,Compound B,69.058,2910.351
4337,46,10^-12,Compound B,69.1344,3245.631
4338,46,10^-12,Compound B,69.1174,3177.792
4339,46,10^-12,Compound B,69.0918,3864.204
4340,46,10^-12,Compound C,69.1502,4237.521
4341,46,10^-12,Compound C,69.1226,4858.837
4342,46,10^-12,Compound C,69.0458,4575.931
4343,46,10^-12,Compound C,69.224,4464.314
4344,46,10^-11,Compound A,69.3152,2805.834
4345,46,10^-11,Compound A,69.2986,2911.233
4346,46,10^-11,Compound A,69.3524,3099.738
4347,46,10^-11,Compound A,69.3332,3202.545
4348,46,10^-11,Compound B,69.2064,3403.534
4349,46,10^-11,Compound B,69.2924,3354.462
4350,46,10^-11,Compound B,69.2678,3477.082
4351,46,10^-11,Compound B,69.2528,3743.477
4352,46,10^-11,Compound C,69.3102,4360.762
4353,46,10^-11,Compound C,69.2726,4638.698
4354,46,10^-11,Compound C,69.2038,4699.037
4355,46,10^-11,Compound C,69.382,4657.437
4356,46,10^-10,Compound A,69.4756,2738.355
4357,46,10^-10,Compound A,69.4572,2851.575
4358,46,10^-10,Compound A,69.5238,3226.578
4359,46,10^-10,Compound A,69.4836,3709.093
4360,46,10^-10,Compound B,69.3568,3274.123
4361,46,10^-10,Compound B,69.4428,3623.487
4362,46,10^-10,Compound B,69.4542,4091.163
4363,46,10^-10,Compound B,69.4434,3917.367
4364,46,10^-10,Compound C,69.4606,4894.317
4365,46,10^-10,Compound C,69.4242,5017.01
4366,46,10^-10,Compound C,69.3538,5387.952
4367,46,10^-10,Compound C,69.5324,5100.419
4368,46,10^-09,Compound A,69.6358,2954.926
4369,46,10^-09,Compound A,69.607,3028.663
4370,46,10^-09,Compound A,69.6822,3359.068
4371,46,10^-09,Compound A,69.6444,3023.66
4372,46,10^-09,Compound B,69.5168,3683.293
4373,46,10^-09,Compound B,69.6032,3675.191
4374,46,10^-09,Compound B,69.6078,4216.217
4375,46,10^-09,Compound B,69.6014,4043.484
4376,46,10^-09,Compound C,69.611,4878.219
4377,46,10^-09,Compound C,69.583,5518.064
4378,46,10^-09,Compound C,69.5042,5917.589
4379,46,10^-09,Compound C,69.6928,6306.965
4380,46,10^-08,Compound A,69.7956,3515.032
4381,46,10^-08,Compound A,69.7572,4169.654
4382,46,10^-08,Compound A,69.832,6013.742
4383,46,10^-08,Compound A,69.7936,6982.744
4384,46,10^-08,Compound B,69.6688,5859.302
4385,46,10^-08,Compound B,69.763,5665.725
4386,46,10^-08,Compound B,69.7582,6121.545
4387,46,10^-08,Compound B,69.7614,5728.237
4388,46,10^-08,Compound C,69.7726,6138.186
4389,46,10^-08,Compound C,69.733,5778.366
4390,46,10^-08,Compound C,69.6658,6795.518
4391,46,10^-08,Compound C,69.8532,7040.758
4392,46,10^-07,Compound A,69.9462,4750.893
4393,46,10^-07,Compound A,69.9192,5151.592
4394,46,10^-07,Compound A,69.9824,6293.113
4395,46,10^-07,Compound A,69.944,6053.479
4396,46,10^-07,Compound B,69.8874,9380.577
4397,46,10^-07,Compound B,69.9134,10163.563
4398,46,10^-07,Compound B,69.9182,9581.68
4399,46,10^-07,Compound B,69.9114,10304.198
4400,46,10^-07,Compound C,69.9206,9404.213
4401,46,10^-07,Compound C,69.8834,10020.891
4402,46,10^-07,Compound C,69.8746,10320.02
4403,46,10^-07,Compound C,70.0028,13376.518
4404,46,10^-06,Compound A,70.1062,6077.289
4405,46,10^-06,Compound A,70.0974,7251.719
4406,46,10^-06,Compound A,70.1444,8026.604
4407,46,10^-06,Compound A,70.1042,9209.861
4408,46,10^-06,Compound B,70.0472,10056.105
4409,46,10^-06,Compound B,70.1196,9846.066
4410,46,10^-06,Compound B,70.0684,10680.667
4411,46,10^-06,Compound B,70.0618,10705.349
4412,46,10^-06,Compound C,70.1382,10856.999
4413,46,10^-06,Compound C,70.1086,12269.717
4414,46,10^-06,Compound C,70.035,13731.601
4415,46,10^-06,Compound C,70.2188,14961.214
4416,47,Control,Compound A,70.4966,3141.577
4417,47,Control,Compound A,70.4678,3540.245
4418,47,Control,Compound A,70.503,3520.82
4419,47,Control,Compound A,70.4962,3051.342
4420,47,Control,Compound B,70.4276,2985.615
4421,47,Control,Compound B,70.404,2982.559
4422,47,Control,Compound B,70.5118,3141.438
4423,47,Control,Compound B,70.5018,3731.182
4424,47,Control,Compound C,70.4226,4016.942
4425,47,Control,Compound C,70.4238,3610.579
4426,47,Control,Compound C,70.405,3777.196
4427,47,Control,Compound C,70.5032,3903.939
4428,47,10^-12,Compound A,70.6566,3085.969
4429,47,10^-12,Compound A,70.6368,3557.007
4430,47,10^-12,Compound A,70.6628,3670.57
4431,47,10^-12,Compound A,70.6544,3126.058
4432,47,10^-12,Compound B,70.5778,2994.825
4433,47,10^-12,Compound B,70.5658,3191.292
4434,47,10^-12,Compound B,70.6692,3212.314
4435,47,10^-12,Compound B,70.6624,3843.831
4436,47,10^-12,Compound C,70.5934,4277.904
4437,47,10^-12,Compound C,70.5838,4846.141
4438,47,10^-12,Compound C,70.565,4530.47
4439,47,10^-12,Compound C,70.664,4479.833
4440,47,10^-11,Compound A,70.8068,2822.388
4441,47,10^-11,Compound A,70.79,2919.953
4442,47,10^-11,Compound A,70.8138,3064.514
4443,47,10^-11,Compound A,70.8048,3151.62
4444,47,10^-11,Compound B,70.7282,3395.649
4445,47,10^-11,Compound B,70.714,3380.998
4446,47,10^-11,Compound B,70.8292,3485.134
4447,47,10^-11,Compound B,70.8124,3806.166
4448,47,10^-11,Compound C,70.7518,4337.698
4449,47,10^-11,Compound C,70.7342,4547.515
4450,47,10^-11,Compound C,70.7154,4737.17
4451,47,10^-11,Compound C,70.8352,4704.849
4452,47,10^-10,Compound A,70.958,2727.463
4453,47,10^-10,Compound A,70.9482,2805.268
4454,47,10^-10,Compound A,70.9852,3227.531
4455,47,10^-10,Compound A,70.965,3680.1
4456,47,10^-10,Compound B,70.9482,3263.594
4457,47,10^-10,Compound B,70.8642,3585.961
4458,47,10^-10,Compound B,70.9812,4127.698
4459,47,10^-10,Compound B,70.9628,3944.27
4460,47,10^-10,Compound C,70.9022,4935.391
4461,47,10^-10,Compound C,70.8854,5014.655
4462,47,10^-10,Compound C,70.9458,5452.593
4463,47,10^-10,Compound C,70.984,5157.331
4464,47,10^-09,Compound A,71.117,2962.28
4465,47,10^-09,Compound A,71.1588,2992.3
4466,47,10^-09,Compound A,71.1434,3357.707
4467,47,10^-09,Compound A,71.125,3083.708
4468,47,10^-09,Compound B,71.0984,3696.951
4469,47,10^-09,Compound B,71.0244,3668.805
4470,47,10^-09,Compound B,71.1396,4214.158
4471,47,10^-09,Compound B,71.123,4041.163
4472,47,10^-09,Compound C,71.0622,4823.1
4473,47,10^-09,Compound C,71.0442,5550.699
4474,47,10^-09,Compound C,71.107,5943.15
4475,47,10^-09,Compound C,71.144,6392.881
4476,47,10^-08,Compound A,71.319,3541.773
4477,47,10^-08,Compound A,71.3198,4126.299
4478,47,10^-08,Compound A,71.2934,6028.45
4479,47,10^-08,Compound A,71.2754,7024.613
4480,47,10^-08,Compound B,71.2488,5885.406
4481,47,10^-08,Compound B,71.2452,5677.667
4482,47,10^-08,Compound B,71.2998,6163.732
4483,47,10^-08,Compound B,71.2736,5811.559
4484,47,10^-08,Compound C,71.2722,6108.403
4485,47,10^-08,Compound C,71.2342,5768.984
4486,47,10^-08,Compound C,71.2562,6855.587
4487,47,10^-08,Compound C,71.344,7154.662
4488,47,10^-07,Compound A,71.4776,4733.115
4489,47,10^-07,Compound A,71.4688,5182.826
4490,47,10^-07,Compound A,71.484,6255.119
4491,47,10^-07,Compound A,71.4956,6153.885
4492,47,10^-07,Compound B,71.4086,9284.905
4493,47,10^-07,Compound B,71.3948,10049.166
4494,47,10^-07,Compound B,71.4498,9467.832
4495,47,10^-07,Compound B,71.4232,10279.159
4496,47,10^-07,Compound C,71.4226,9431.361
4497,47,10^-07,Compound C,71.385,10003.443
4498,47,10^-07,Compound C,71.4162,10331.413
4499,47,10^-07,Compound C,71.4944,13378.748
4500,47,10^-06,Compound A,71.6384,6006.024
4501,47,10^-06,Compound A,71.6192,7298.581
4502,47,10^-06,Compound A,71.6438,8054.456
4503,47,10^-06,Compound A,71.6454,9262.776
4504,47,10^-06,Compound B,71.5588,10025.837
4505,47,10^-06,Compound B,71.5548,9674.408
4506,47,10^-06,Compound B,71.641,10556.111
4507,47,10^-06,Compound B,71.6332,10554.614
4508,47,10^-06,Compound C,71.583,10701.073
4509,47,10^-06,Compound C,71.5446,12248.941
4510,47,10^-06,Compound C,71.5762,13759.013
4511,47,10^-06,Compound C,71.6544,15228.195
4512,48,Control,Compound A,72.0182,3181.647
4513,48,Control,Compound A,71.9792,3475.011
4514,48,Control,Compound A,72.0244,3594.011
4515,48,Control,Compound A,72.0158,3093.873
4516,48,Control,Compound B,72.0092,3014.365
4517,48,Control,Compound B,71.9362,2989.075
4518,48,Control,Compound B,72.0006,3085.058
4519,48,Control,Compound B,71.9748,3713.526
4520,48,Control,Compound C,71.9718,4043.283
4521,48,Control,Compound C,71.9454,3595.731
4522,48,Control,Compound C,71.9966,3753.331
4523,48,Control,Compound C,72.0248,3872.944
4524,48,10^-12,Compound A,72.168,3090.238
4525,48,10^-12,Compound A,72.159,3448.409
4526,48,10^-12,Compound A,72.1744,3657.934
4527,48,10^-12,Compound A,72.166,3150.267
4528,48,10^-12,Compound B,72.1596,2980.286
4529,48,10^-12,Compound B,72.097,3227.255
4530,48,10^-12,Compound B,72.1606,3252.926
4531,48,10^-12,Compound B,72.1354,3821.409
4532,48,10^-12,Compound C,72.135,4242.066
4533,48,10^-12,Compound C,72.0954,4821.063
4534,48,10^-12,Compound C,72.1466,4636.797
4535,48,10^-12,Compound C,72.1864,4479.088
4536,48,10^-11,Compound A,72.3776,2841.742
4537,48,10^-11,Compound A,72.3214,2865.38
4538,48,10^-11,Compound A,72.3256,3087.876
4539,48,10^-11,Compound A,72.3164,3180.422
4540,48,10^-11,Compound B,72.3196,3436.279
4541,48,10^-11,Compound B,72.3058,3359.801
4542,48,10^-11,Compound B,72.3214,3431.87
4543,48,10^-11,Compound B,72.2838,3714.22
4544,48,10^-11,Compound C,72.3334,4355.225
4545,48,10^-11,Compound C,72.3058,4653.906
4546,48,10^-11,Compound C,72.297,4830.662
4547,48,10^-11,Compound C,72.4152,4739.917
4548,48,10^-10,Compound A,72.5402,2783.942
4549,48,10^-10,Compound A,72.4698,2827.169
4550,48,10^-10,Compound A,72.5548,3221.398
4551,48,10^-10,Compound A,72.5472,3675.287
4552,48,10^-10,Compound B,72.471,3274.218
4553,48,10^-10,Compound B,72.4658,3555.187
4554,48,10^-10,Compound B,72.4928,4119.616
4555,48,10^-10,Compound B,72.4342,3881.675
4556,48,10^-10,Compound C,72.4938,4944.423
4557,48,10^-10,Compound C,72.4654,5037.526
4558,48,10^-10,Compound C,72.4578,5534.447
4559,48,10^-10,Compound C,72.5752,5220.783
4560,48,10^-09,Compound A,72.6886,2970.222
4561,48,10^-09,Compound A,72.6202,3022.935
4562,48,10^-09,Compound A,72.7048,3350.954
4563,48,10^-09,Compound A,72.6968,3060.381
4564,48,10^-09,Compound B,72.6302,3789.241
4565,48,10^-09,Compound B,72.6166,3639.592
4566,48,10^-09,Compound B,72.711,4229.824
4567,48,10^-09,Compound B,72.6286,4035.099
4568,48,10^-09,Compound C,72.6554,4883.641
4569,48,10^-09,Compound C,72.6158,5565.07
4570,48,10^-09,Compound C,72.6074,5911.981
4571,48,10^-09,Compound C,72.7252,6533.142
4572,48,10^-08,Compound A,72.839,3559.933
4573,48,10^-08,Compound A,72.78,4180.368
4574,48,10^-08,Compound A,72.8554,6000.063
4575,48,10^-08,Compound A,72.8568,7003.008
4576,48,10^-08,Compound B,72.79,5991.813
4577,48,10^-08,Compound B,72.7662,5695.785
4578,48,10^-08,Compound B,72.8612,6102.842
4579,48,10^-08,Compound B,72.7846,5814.492
4580,48,10^-08,Compound C,72.8038,6162.137
4581,48,10^-08,Compound C,72.7662,5742.807
4582,48,10^-08,Compound C,72.7578,6904.958
4583,48,10^-08,Compound C,72.8768,7306.436
4584,48,10^-07,Compound A,72.9988,4695.936
4585,48,10^-07,Compound A,72.9322,5195.305
4586,48,10^-07,Compound A,73.016,6270.211
4587,48,10^-07,Compound A,73.0168,6145.252
4588,48,10^-07,Compound B,73.0006,9272.219
4589,48,10^-07,Compound B,72.9264,10046.925
4590,48,10^-07,Compound B,73.0124,9383.487
4591,48,10^-07,Compound B,72.9448,10081.619
4592,48,10^-07,Compound C,72.9642,9537.767
4593,48,10^-07,Compound C,72.9262,9994.934
4594,48,10^-07,Compound C,72.9906,10591.248
4595,48,10^-07,Compound C,73.0356,13381.306
4596,48,10^-06,Compound A,73.151,6070.851
4597,48,10^-06,Compound A,73.0906,7283.271
4598,48,10^-06,Compound A,73.1654,8104.647
4599,48,10^-06,Compound A,73.1672,9236.745
4600,48,10^-06,Compound B,73.1606,9918.881
4601,48,10^-06,Compound B,73.0762,9670.423
4602,48,10^-06,Compound B,73.1714,10571.822
4603,48,10^-06,Compound B,73.1046,10539.381
4604,48,10^-06,Compound C,73.1142,10639.749
4605,48,10^-06,Compound C,73.0774,12036.438
4606,48,10^-06,Compound C,73.1482,13577.364
4607,48,10^-06,Compound C,73.1856,15205.704
4608,49,Control,Compound A,73.5394,3198.072
4609,49,Control,Compound A,73.501,3509.575
4610,49,Control,Compound A,73.6358,3556.15
4611,49,Control,Compound A,73.6076,3093.218
4612,49,Control,Compound B,73.4406,2964.614
4613,49,Control,Compound B,73.4754,2977.011
4614,49,Control,Compound B,73.522,3158.692
4615,49,Control,Compound B,73.5142,3749.054
4616,49,Control,Compound C,73.4762,4009.029
4617,49,Control,Compound C,73.4666,3593.365
4618,49,Control,Compound C,73.4378,3807.541
4619,49,Control,Compound C,73.5568,3881.472
4620,49,10^-12,Compound A,73.6898,3050.952
4621,49,10^-12,Compound A,73.6612,3520.75
4622,49,10^-12,Compound A,73.7862,3681.029
