##BLOCKS= 1          
Plate:	Plate#1	1.3	PlateFormat	FLEX	Fluorescence	TRUE	Raw	FALSE	79	120	1.52				1	525	1	12	96	485	Automatic	515			6	Medium			1	8	TimeTags	
	Temperature(¡C)	1	2	3	4	5	6	7	8	9	10	11	12		
		3727.969	3136.461	3119.39	3035.583	3058.101	3252.862	3684.087	3537.798	3464.551	3781.37	4059.186	3434.118		
		24.8472	21.1096	21.1934	21.145	21.0484	21.0246	21.1598	21.103	21.0222	21.0446	21.0758	21.1356		
		3749.498	3653.77	3259.21	3153.745	3446.825	3321.326	3756.976	3588.681	4006.678	3896.971	4050.99	3421.976		
		25.0308	21.2688	21.4036	21.2956	21.1988	21.2244	21.3196	21.2646	21.2066	21.2458	21.227	21.334		
		3609.547	2881.079	3589.719	3095.397	3291.979	3463.461	3434.045	3593.999	3926.324	4334.034	4485.36	4083.344		
		25.1876	21.4288	21.564	21.4956	21.3596	21.3748	21.5418	21.4132	21.3622	21.405	21.3866	21.4844		
		3757.015	3231.431	3038.895	3158.091	3464.65	3478.637	3824.342	3559.892	4065.609	4469.583	4439.897	3853.001		
		
	36.98	25.598	21.8104	21.8444	21.846	21.7494	21.767	21.8302	21.8034	21.783	21.7654	21.7466	21.8644		
		4899.646	3390.088	3824.925	3130.432	2882.083	2833.725	2886.914	3261.724	3695.792	3429.43	3669.934	3744.896		
		25.7592	21.9814	22.0044	22.0068	21.9592	21.9254	21.9802	21.9546	21.9334	21.9262	21.9778	22.016		
		4035.081	3504.557	3805.818	3191.598	3002.429	3060.85	3001.761	3330.174	3798.083	4240.862	3813.402	3953.479		
		25.938	22.1808	22.1644	22.1788	22.1294	22.0854	22.1316	22.1164	22.1134	22.097	22.1498	22.1748		
		3816.933	2960.766	3226.642	3268.8	3217.987	3211.013	3169.088	3279.262	3613.44	3947.014	3435.231	3597.348		
		26.1586	22.3396	22.3148	22.3366	22.2916	22.2958	22.3096	22.2638	22.3334	22.3058	22.3074	22.3952		
		3651.239	2780.015	3080.549	3502.34	3007.433	3413.883	3709.375	3525.93	3962.626	3971.313	4012.812	3788.122		
		26.3184	22.49	22.5348	22.5564	22.4398	22.4572	22.4628	22.4142	22.4938	22.4658	22.4674	22.556		
		3882.723	3063.23	3127.089	3057.794	3068.69	3368.855	3642.979	3499.999	3571.021	3897.938	4095.021	3475.233		
		26.4702	22.6402	22.685	22.7078	22.5902	22.6058	22.6712	22.5994	22.6534	22.6166	22.617	22.7052		
		3861.802	3661.453	3338.405	3133.972	3514.283	3277.481	3855.532	3598.996	4036.106	3948.195	4073.62	3538.022		
		26.629	22.8002	22.8354	22.867	22.7502	22.7562	22.8312	22.7544	22.8054	22.7662	22.7694	22.8556		
		3715.181	2945.358	3618.292	3158.74	3315.629	3546.029	3473.848	3727.277	4036.992	4364.84	4530.564	4131.175		
		26.789	22.9502	22.9954	23.0268	22.9634	22.9166	22.9824	22.9048	22.9642	22.9262	22.9714	23.016		
		4461.624	3316.658	3108.521	3244.725	3447.843	3538.895	3876.337	3535.803	4125.021	4554.692	4466.173	3917.188		
		
	36.98	27.1476	23.3324	23.3758	23.3676	23.2806	23.377	23.3416	23.3252	23.3334	23.3038	23.2782	23.4564		
		4920.386	3591.153	4105.153	3307.423	2984.355	2929.55	2992.092	3445.573	3776.895	3517.413	3818.43	3836.677		
		27.3112	23.481	23.5958	23.6074	23.4306	23.5368	23.492	23.5052	23.4954	23.4858	23.439	23.616		
		4016.703	3819.25	4186.087	3464.233	3116.113	3290.002	3160.855	3521.096	3903.646	4319.351	4000.373	4080.21		
		27.4598	23.6412	23.7462	23.758	23.582	23.6872	23.732	23.7256	23.6666	23.639	23.6106	23.7664		
		3855.503	3154.689	3504.27	3560.202	3420.355	3436.764	3297.449	3477.276	3804.344	4044.251	3596.403	3775.251		
		27.62	23.8012	23.9072	23.9178	23.7428	23.8482	23.8824	23.8858	23.8254	23.7974	23.769	23.9268		
		3634.28	3164.682	3500.726	3964.042	3259.814	3681.806	3981.059	3745.201	4149.279	4172.657	4178.403	4003.717		
		27.78	23.9524	24.0564	24.068	23.8912	23.9972	24.0426	24.0456	23.985	23.9574	23.9286	24.088		
		3860.265	3593.489	3589.272	3446.613	3412.418	3584.542	3879.792	3806.665	3725.197	4059.822	4183.447	3659.727		
		27.9322	24.1118	24.2066	24.2196	24.0916	24.1476	24.2026	24.197	24.135	24.1078	24.109	24.2368		
		3821.179	4195.108	3767.015	3532.975	3782.261	3530.539	4089.731	3843.332	4271.133	4101.119	4246.192	3666.146		
		28.0904	24.3216	24.367	24.3782	24.2516	24.3436	24.353	24.3562	24.287	24.2694	24.269	24.4432		
		3614.467	3409.142	4080.37	3442.055	3538.21	3745.246	3703.874	3932.652	4177.089	4606.184	4681.502	4322.239		
		28.2804	24.472	24.5896	24.598	24.402	24.4978	24.5144	24.5162	24.4654	24.4374	24.4194	24.5972		
		5229.064	3714.26	3384.591	3521.926	3766.41	3936.878	4069.336	3830.7	4314.213	4705.439	4657.377	4080.558		
		
	36.98	28.6626	24.8442	24.8972	24.8896	24.792	24.8082	24.8634	24.8468	24.8262	24.8078	24.7994	24.9096		
		4746.452	4005.934	4519.406	3658.817	3169.33	3085.614	3164.575	3701.15	4026.545	3727.121	3974.895	4084.355		
		28.811	25.0026	25.0472	25.061	24.9426	24.9582	25.0236	25.0066	25.005	24.9774	24.9498	25.0576		
		4003.195	4182.923	4466.507	3844.195	3321.591	3433.682	3377.701	3680.854	4106.773	4574.542	4197.93	4288.075		
		28.9614	25.1624	25.1976	25.2194	25.1624	25.1086	25.1744	25.157	25.1582	25.1302	25.1698	25.208		
		3803.271	3526.612	3868.536	3890.057	3674.8	3671.68	3468.622	3686.616	3961.071	4293.254	3787.132	3923.615		
		29.1214	25.3838	25.3584	25.3792	25.3126	25.2696	25.3456	25.3172	25.3166	25.2886	25.3298	25.368		
		3541.511	3487.914	3793.364	4261.764	3417.891	3779.709	4244.745	4021.25	4352.695	4373.336	4385.893	4111.931		
		29.3426	25.5432	25.5294	25.5296	25.463	25.4686	25.5042	25.477	25.5266	25.499	25.4802	25.5784		
		3747.815	3892.094	3776.808	3773.852	3590.227	3775.471	4101.242	3963.824	3918.65	4274.748	4359.168	3860.429		
		29.502	25.693	25.7182	25.7296	25.6228	25.619	25.654	25.6274	25.6786	25.6598	25.6418	25.7288		
		3677.896	4513.058	3951.175	3727.911	3934.433	3700.862	4251.237	3982.822	4436.089	4309.727	4445.165	3828.162		
		29.6618	25.8434	25.8782	25.8798	25.7742	25.779	25.8654	25.8574	25.8366	25.819	25.8002	25.8884		
		3572.201	3675.023	4282.606	3618.197	3774.876	3987.049	3963.743	4229.734	4399.687	4770.014	4801.696	4526.17		
		29.8122	26.0036	26.0282	26.0302	25.9334	25.9292	26.0244	26.0076	25.987	25.9694	25.9506	26.0384		
		5648.223	4153.336	3894.864	3997.758	4914.119	5175.491	5198.571	5016.603	4897.189	5248.026	5249.862	4693.083		
		
	36.99	30.1644	26.434	26.4086	26.4022	26.3138	26.3296	26.385	26.3688	26.3482	26.3198	26.3118	26.4288		
		4583.33	4128.064	4697.54	3916.192	3314.979	3229.08	3373.308	3880.609	4243.678	3942.45	4206.33	4265.968		
		30.4028	26.594	26.559	26.5606	26.4748	26.54	26.545	26.5402	26.5978	26.4998	26.4834	26.6392		
		3840.745	4267.827	4660.722	3897.56	3429.098	3568.656	3410.214	3882.446	4295.35	4814.574	4382.031	4470.217		
		30.5628	26.7444	26.779	26.7906	26.646	26.7	26.6954	26.6986	26.7578	26.6614	26.6414	26.7992		
		3687.599	3661.726	3997.691	4047.089	3790.339	3791.974	3595.68	3839.452	4140.238	4499.428	3933.351	4082.092		
		30.7132	26.9062	26.9308	26.941	26.8044	26.851	26.9252	26.9186	26.9078	26.8102	26.7914	26.9504		
		3440.449	3542.769	3834.505	4374.196	3533.267	3943.688	4392.282	4214.873	4526.354	4466.691	4475.755	4188.12		
		30.875	27.0644	27.0796	27.1026	26.9644	27.0004	27.0754	27.0698	27.059	26.9606	26.9418	27.1		
		3708.665	4033.365	3830.483	3796.407	3692.183	3892.913	4265.485	4164.057	4154.388	4423.211	4495.581	3991.985		
		31.0332	27.2148	27.2394	27.251	27.1144	27.1604	27.2268	27.229	27.2182	27.1206	27.1034	27.26		
		3478.236	4628.154	4099.642	3776.424	4024.44	3790.94	4440.823	4119.632	4572.256	4479.871	4624.035	3913.248		
		31.1836	27.4306	27.3896	27.4016	27.3048	27.3106	27.386	27.379	27.3686	27.2726	27.3018	27.41		
		3458.145	3669.402	4328.105	3680.966	4623.64	4827.392	5012.582	5206.143	4546.561	4909.261	4966.64	4634.129		
		31.3898	27.5962	27.5402	27.5618	27.4648	27.5396	27.5358	27.5294	27.5862	27.431	27.4522	27.6388		
		6046.336	4962.098	4801.946	5116.074	6801.903	6960.966	7007.646	6859.187	6044.26	6304.858	6462.504	6087.141		
		
	37.00	31.6758	27.8854	27.9304	27.9238	27.8354	27.841	27.9762	27.913	27.879	27.8414	27.8426	27.9408		
		4350.293	4107.297	4748.334	3890.269	3341.678	3380.889	3488.433	4044.729	4409.539	4112.26	4330.735	4434.928		
		31.8342	28.0354	28.0906	28.082	27.997	27.9914	28.1266	28.07	28.0294	28.0014	28.003	28.0912		
		3785.266	4353.047	4608.215	3889.962	3481.892	3681.209	3412.167	3959.38	4460.083	4939.909	4542.837	4508.601		
		31.9942	28.1858	28.2504	28.232	28.1456	28.1514	28.2868	28.2298	28.1894	28.1614	28.153	28.2508		
		3548.154	3689.256	3908.891	4023.29	3842.675	3744.597	3646.793	4024.287	4285.876	4546.046	4120.277	4216.254		
		32.1446	28.366	28.4026	28.3826	28.3658	28.3116	28.4368	28.38	28.3394	28.3118	28.3634	28.4024		
		3326.616	3587.122	3778.126	4403.208	3502.719	3927.49	4510.784	4257.075	4612.218	4646.967	4634.126	4310.502		
		32.3064	28.5658	28.5612	28.5442	28.5158	28.462	28.5872	28.5322	28.4906	28.4718	28.5242	28.5732		
		3616.437	3993.79	3829.257	3756.301	3676.509	3964.866	4324.287	4239.918	4202.916	4475.134	4654.687	4092.816		
		32.5146	28.7162	28.721	28.6926	28.6672	28.6718	28.7486	28.6904	28.7098	28.6926	28.6734	28.7712		
		3408.838	4615.38	4091.327	3812.24	4077.568	3894.292	4547.124	4249.481	4640.529	4607.503	4642.205	4079.81		
		32.665	28.8762	28.9114	28.8712	28.8264	28.8224	28.9694	28.8404	28.8602	28.8422	28.8238	28.9216		
		3397.274	3597.369	4349.983	3718.385	5834.507	6083.812	6457.467	6506.707	4680.598	5094.876	5007.904	4863.438		
		32.825	29.0276	29.0724	29.0328	28.9762	28.9832	29.1276	29.0408	29.0202	29.0022	28.9834	29.082		
		6100.289	5637.106	5819.884	6406.052	8132.436	8264.369	8710.109	8231.64	7389.024	7634.162	8017.524	7402.21		
		
	37.00	33.2056	29.4068	29.452	29.4436	29.4468	29.3628	29.4286	29.4112	29.3806	29.3638	29.4442	29.4624		
		4231.196	4061.57	4600.583	3834.944	3447.713	3482.769	3501.619	4007.931	4534.29	4241.58	4447.77	4557.396		
		33.3656	29.6272	29.6118	29.5934	29.597	29.5228	29.5998	29.5712	29.5406	29.5246	29.5946	29.6224		
		3608.938	4274.259	4660.377	3780.827	3376.583	3699.444	3442.194	4049.405	4440.049	5091.288	4640.133	4642.184		
		33.576	29.788	29.7632	29.744	29.7572	29.7532	29.758	29.7214	29.771	29.7534	29.745	29.8328		
		3452.224	3561.675	3836.497	3987.485	3852.273	3805.23	3760.043	4036.263	4335.132	4578.763	4145.043	4310.84		
		33.7376	29.9592	29.9824	29.931	29.9072	29.9134	29.9082	29.8718	29.9214	29.9134	29.9046	29.9928		
		3180.124	3430.301	3667.649	4357.987	3496.203	3920.233	4518.728	4339.469	4666.247	4697.93	4728.977	4370.712		
		33.886	30.1178	30.1324	30.084	30.0576	30.0732	30.0986	30.1016	30.081	30.0634	30.057	30.1528		
		3419.521	3938.256	3748.641	3641.097	3691.259	3960.723	4297.153	4332.933	4248.21	4559.826	4715.64	4141.76		
		34.0364	30.2776	30.2828	30.2344	30.2194	30.2238	30.2586	30.2518	30.231	30.215	30.2154	30.3032		
		3326.272	4581.239	4082.991	3751.284	4011.65	3984.864	4519.274	4336.029	4749.603	4716.211	4676.875	4092.011		
		34.1968	30.4278	30.443	30.3944	30.41	30.3838	30.4088	30.4022	30.3818	30.3738	30.4098	30.4632		
		3405.42	3493.851	4304.074	3705.6	6913.143	7454.834	7724.419	7710.85	4990.818	5273.202	5305.072	5188.026		
		34.3464	30.6172	30.6042	30.5444	30.568	30.5438	30.5592	30.5622	30.5414	30.5238	30.565	30.624		
		6212.542	6295.99	6634.396	7349.638	8961.35	9177.328	9679.628	9331.855	8405.94	8858.523	9253.305	8502.494		
		
	37.00	34.7268	30.9182	31.0634	30.9882	30.869	30.8844	30.9504	30.9328	30.9022	30.885	30.8774	30.984		
		4122.558	3941.975	4444.863	3725.101	3395.059	3428.986	3596.76	4140.021	4532.614	4234.9	4367.686	4571.251		
		34.877	31.0686	31.2138	31.1452	31.0404	31.0342	31.1694	31.1628	31.0622	31.0566	31.0258	31.1336		
		3580.421	4164.195	4487.493	3645.39	3350.541	3654.217	3432.298	4105.122	4444.51	5151.215	4661.736	4616.937		
		35.0274	31.2288	31.3738	31.3054	31.1984	31.1946	31.3196	31.3132	31.2126	31.215	31.1762	31.284		
		3386.26	3546.198	3701.871	3884.448	3732.094	3750.602	3665.969	4117.339	4373.409	4628.339	4224.792	4268.113		
		35.1882	31.3788	31.5338	31.4562	31.3486	31.3548	31.47	31.474	31.3734	31.3746	31.3362	31.4448		
		3094.692	3306.364	3555.748	4247.51	3475.937	3897.104	4492.751	4403.75	4682.681	4759.648	4698.316	4408.397		
		35.3376	31.5292	31.6842	31.6058	31.539	31.5048	31.6308	31.6232	31.5226	31.5246	31.5466	31.616		
		3458.92	3785.075	3644.802	3561.444	3587.712	3949.931	4316.443	4396.412	4278.217	4605.564	4680.003	4242.397		
		35.4878	31.739	31.8444	31.7658	31.699	31.6552	31.78	31.7736	31.673	31.677	31.7066	31.7748		
		3277.5	4493.817	4073.613	3774.451	3997.158	3991.585	4581.402	4402.55	4772.501	4689.865	4810.844	4134.26		
		35.7078	31.8894	32.038	31.9158	31.8492	31.886	31.9306	31.9336	31.903	31.8854	31.8666	31.9648		
		3500.57	3476.559	4240.932	3688.019	7828.4	8368.822	8615.706	8733.805	5423.056	5709.168	5645.151	5605.934		
		35.8592	32.0496	32.1948	32.1162	31.9996	32.0352	32.164	32.1554	32.053	32.0358	32.017	32.1144		
		6307.05	6599.431	7150.676	7963.045	9543.074	9732.936	10342.694	9771.798	9185.572	9681.494	10169.21	9321.537		
		
	37.00	36.2384	32.4402	32.4948	32.4764	32.3916	32.4056	32.4728	32.444	32.4234	32.4258	32.389	32.5048		
		3994.146	3921.058	4361.117	3584.043	3435.34	3419.62	3625.828	4197.201	4611.247	4355.9	4461.541	4655.263		
		36.3888	32.6008	32.6452	32.6268	32.61	32.557	32.631	32.5942	32.5734	32.5758	32.6074	32.6552		
		3511.656	4016.191	4354.111	3625.805	3265.826	3609.639	3432.612	4107.429	4454.988	5250.329	4716.07	4623.252		
		36.5498	32.8204	32.806	32.7866	32.76	32.718	32.7814	32.7446	32.7238	32.7358	32.7674	32.8156		
		3256.102	3404.78	3620.525	3728.548	3661.327	3740.928	3666.189	4081.171	4398.799	4680.01	4309.754	4354.63		
		36.78	32.9806	32.9772	32.9368	32.9104	32.9462	32.9414	32.9054	32.9638	32.9462	32.9186	33.0256		
		3019.64	3230.897	3513.447	4210.51	3447.842	3862.493	4496.086	4432.623	4698.887	4761.345	4667.714	4446.414		
		36.9394	33.1404	33.1656	33.116	33.0712	33.0966	33.1022	33.0766	33.1142	33.1078	33.0778	33.176		
		3334.568	3647.086	3586.2	3477.268	3517.45	3934.026	4301.281	4397.922	4280.729	4588.99	4771.248	4259.875		
		37.0992	33.2908	33.3256	33.2772	33.2204	33.2574	33.3018	33.2852	33.2746	33.2666	33.2378	33.336		
		3220.833	4410.34	4026.608	3862.046	4014.202	3994.297	4591.483	4375.839	4750.625	4795.475	4820.351	4230.775		
		37.2496	33.4528	33.4756	33.4272	33.371	33.4066	33.4618	33.435	33.4246	33.417	33.3882	33.486		
		3495.699	3448.793	4243.334	3674.976	8419.747	9107.971	9151.85	9404.844	5855.163	6041.452	6029.387	6256.252		
		37.41	33.611	33.626	33.5876	33.5948	33.5572	33.612	33.5854	33.5758	33.577	33.5958	33.6364		
		6395.754	6863.436	7542.81	8310.062	9832.918	9952.854	10773.441	10251.742	9756.724	10384.529	10804.523	9925.477		
		
	37.01	37.8402	33.9714	34.0164	34.008	33.9132	34.0076	33.994	33.9656	34.0254	34.0078	33.909	34.1072		
		3856.245	3838.718	4228.631	3573.595	3370.208	3454.717	3545.17	4158.868	4622.181	4323.066	4522.024	4660.315		
		38.0002	34.1224	34.2554	34.238	34.0714	34.1692	34.1424	34.116	34.1854	34.1674	34.069	34.2668		
		3442.303	3974.227	4262.825	3548.807	3236.077	3546.227	3405.769	4105.364	4483.092	5226.307	4722.241	4694.961		
		38.1606	34.2936	34.4086	34.3884	34.2218	34.3176	34.363	34.346	34.3554	34.3174	34.2186	34.4168		
		3257.798	3428.803	3541.403	3680.542	3665.865	3727.56	3697.918	4074.862	4405.942	4769.971	4301.462	4327.517		
		38.3108	34.4518	34.567	34.5496	34.3818	34.468	34.5136	34.4964	34.5058	34.469	34.3702	34.5688		
		2989.609	3106.052	3425.165	4044.816	3403.335	3857.098	4528.885	4381.358	4689.543	4844.263	4707.763	4424.87		
		38.4706	34.602	34.727	34.7086	34.5436	34.628	34.6632	34.6564	34.6662	34.6278	34.5314	34.7272		
		3294.379	3569.342	3450.367	3435.239	3496.307	3913.334	4340.598	4432.185	4339.685	4625.209	4793.958	4235.191		
		38.6208	34.7524	34.877	34.859	34.7222	34.78	34.8234	34.8164	34.8158	34.7782	34.7294	34.8776		
		3140.148	4324.532	4072.983	4015.543	4003.88	3977.198	4621.135	4516.625	4834.396	4836.769	4876.025	4201.356		
		38.8294	34.9522	35.0292	35.0192	34.8824	34.9962	34.9832	34.9668	35.0162	34.995	34.8798	35.076		
		3585.525	3454.517	4233.153	3721.217	8807.479	9540.462	9722.149	9869.504	6252.798	6480.459	6502.082	6926.935		
		38.9912	35.1024	35.2314	35.2324	35.0322	35.1584	35.1336	35.1284	35.1762	35.159	35.0398	35.2384		
		6450.595	7055.916	7774.963	8687.759	9918.825	10062.986	11046.297	10493.53	10047.174	10950.485	11322.19	10479.089		
		
	37.01	39.2718	35.493	35.538	35.5198	35.4428	35.4398	35.5058	35.4874	35.4566	35.449	35.4402	35.5284		
		3758.024	3765.112	4187.205	3475.419	3329.227	3407.576	3570.933	4154.5	4610.177	4321.485	4476.29	4751.343		
		39.4316	35.6434	35.6988	35.6694	35.5928	35.6004	35.6642	35.6472	35.6166	35.6086	35.6002	35.688		
		3460.249	3852.947	4204.764	3537.029	3243.099	3563.936	3361.675	4122.398	4418.58	5276.274	4739.843	4665.135		
		39.5922	35.8034	35.8702	35.8198	35.7932	35.749	35.8242	35.7982	35.7678	35.7594	35.7906	35.8384		
		3184.688	3267.836	3453.31	3609.796	3611.246	3645.823	3605.757	4035.125	4393.902	4754.818	4318.242	4329.21		
		39.7522	36.0134	36.0286	35.9988	35.954	35.8994	35.9742	35.9696	35.939	35.9394	35.9506	35.9888		
		2936.51	3076.008	3408.799	4005.693	3375.555	3840.141	4439.449	4330.831	4765.91	4840.539	4761.381	4409.073		
		39.9622	36.1638	36.1884	36.152	36.1036	36.1202	36.1264	36.1278	36.147	36.1294	36.101	36.2088		
		3205.606	3485.506	3489.937	3344.033	3508.144	3847.516	4264.183	4392.094	4285.025	4707.277	4826	4313.174		
		40.1126	36.3246	36.3688	36.3604	36.2638	36.2698	36.2846	36.2778	36.2974	36.2798	36.2514	36.3592		
		3133.749	4207.751	4201.388	4155.23	4056.759	4066.122	4633.506	4459.37	4814.731	4889.185	4831.536	4309.681		
		40.2736	36.4738	36.53	36.5204	36.4236	36.4298	36.505	36.4784	36.4478	36.4398	36.4114	36.5192		
		3677.226	3514.256	4329.252	3723.812	9122.912	9976.124	10031.533	10272.674	6702.325	6888.661	6863.149	7607.301		
		40.4226	36.6242	36.679	36.6718	36.574	36.5898	36.6652	36.6382	36.6078	36.5906	36.5618	36.6792		
		6466.74	7211.847	8049.613	8800.202	10164.881	10342.236	11291.07	10692.95	10448.744	11279.812	11794.218	10800.192		
		
	37.01	40.803	37.1134	37.0592	37.0508	36.955	36.9718	37.0264	37.0096	36.9882	36.9702	36.9618	37.0696		
		3659.818	3676.581	4087.138	3433.653	3289.859	3366.747	3522.149	4162.825	4539.54	4226.693	4393.597	4714.067		
		41.0436	37.2762	37.2106	37.2012	37.1046	37.1904	37.1858	37.1588	37.2082	37.191	37.1118	37.2696		
		3427.303	3849.108	4134.274	3440.204	3181.272	3482.571	3335.869	4134.739	4438.128	5264.377	4678.341	4611.316		
		41.2036	37.4248	37.44	37.4312	37.2646	37.3408	37.3356	37.3094	37.3586	37.3518	37.2638	37.42		
		3169.582	3237.025	3423.534	3513.979	3559.26	3649.458	3624.849	4097.587	4380.251	4781.246	4284.724	4310.907		
		41.3534	37.5752	37.5998	37.5816	37.4156	37.5006	37.567	37.5392	37.5186	37.5226	37.4442	37.5816		
		2906.286	3064.994	3363.955	3991.237	3356.646	3774.433	4399.482	4249.358	4706.551	4815.92	4713.938	4467.661		
		41.5038	37.736	37.7502	37.7318	37.565	37.652	37.726	37.6892	37.6686	37.671	37.5922	37.7304		
		3184.878	3378.115	3426.651	3269.078	3442.772	3832.37	4253.761	4343.678	4338.574	4727.78	4783.712	4344.439		
		41.6642	37.8852	37.9104	37.8918	37.725	37.8112	37.8762	37.8396	37.819	37.8314	37.7526	37.8808		
		3148.749	4181.774	4268.093	4351.346	4111.634	4101.458	4738.084	4578.382	4893.958	4878.687	4928.662	4329.356		
		41.814	38.0638	38.072	38.0418	37.9252	37.9712	38.0266	38.0004	37.9806	37.9814	37.9326	38.0408		
		3768.042	3603.07	4356.257	3838.383	9354.975	10187.76	10255.27	10504.523	7154.313	7374.642	7222.32	8225.25		
		42.013	38.2256	38.2206	38.1936	38.0762	38.181	38.1864	38.1498	38.1998	38.1822	38.083	38.262		
		6420.249	7265.797	8141.166	9104.045	10341.588	10363.698	11436.963	10934.167	10744.906	11511.628	12045.782	11306.97		
		
	37.01	42.3244	38.5362	38.5708	38.5624	38.476	38.5108	38.617	38.6002	38.5094	38.4818	38.473	38.5912		
		3655.996	3642.582	4014.378	3357.161	3282.525	3305.706	3509.25	4082.099	4635.931	4203.627	4426.551	4670.728		
		42.4758	38.696	38.722	38.7128	38.6362	38.6638	38.767	38.7606	38.6606	38.6322	38.6234	38.7416		
		3297.917	3762.926	4007.906	3411.095	3149.091	3479.694	3363.842	4122.452	4410.085	5269.718	4725.133	4614.428		
		42.6366	38.8462	38.883	38.8736	38.786	38.8224	38.9174	38.9206	38.8318	38.7922	38.7842	38.9016		
		3046.758	3198.097	3376.811	3476.844	3569.6	3604.236	3605.861	4034.836	4364.116	4776.466	4263.592	4307.618		
		42.785	38.9966	39.0312	39.0448	39.0182	38.9722	39.0786	39.0706	38.9902	38.9422	39.0042	39.0516		
		2887.661	3026.193	3333.693	3926.539	3293.889	3791.336	4384.076	4320.434	4718.99	4814.404	4777.586	4489.072		
		42.9354	39.1966	39.1816	39.2034	39.1764	39.1226	39.2276	39.221	39.1406	39.0926	39.1642	39.202		
		3095.611	3333.358	3436.638	3271.692	3467.852	3752.274	4297.815	4355.265	4380.313	4727.716	4831.373	4360.067		
		43.1454	39.347	39.3418	39.3632	39.3266	39.3226	39.378	39.3812	39.3306	39.3126	39.3242	39.392		
		3116.299	4147.041	4404.834	4516.764	4120.162	4164.392	4822.338	4618.469	4978.742	4962.269	5003.283	4383.83		
		43.2954	39.507	39.5718	39.5538	39.477	39.4726	39.6116	39.5924	39.4806	39.463	39.4754	39.5424		
		3842.45	3673.793	4523.234	3920.245	9499.316	10281.942	10396.728	10653.318	7533.798	7804.479	7658.374	8691.307		
		43.4458	39.667	39.7222	39.7138	39.6386	39.623	39.7692	39.7516	39.631	39.6142	39.6346	39.6936		
		6421.583	7336.057	8305.198	9199.622	10457.532	10417.692	11580.427	11038.488	10815.738	11643.065	12335.777	11579.738		
		
	37.01	43.8462	40.0674	40.0926	40.0842	40.014	40.0052	40.0584	40.0316	40.021	40.0038	40.085	40.1032		
		3600.38	3596.998	3903.149	3318.517	3239.133	3301.794	3408.035	4061.279	4513.58	4229.419	4363.473	4751.528		
		44.0256	40.2576	40.2728	40.244	40.1674	40.1636	40.2086	40.183	40.1722	40.1638	40.245	40.2632		
		3349.49	3769.494	3971.523	3370.066	3110.008	3514.889	3388.393	4087.484	4333.445	5233.369	4691.447	4600.681		
		44.2164	40.408	40.4226	40.395	40.3186	40.3736	40.3588	40.3438	40.4014	40.3742	40.395	40.464		
		3018.975	3128.501	3350.854	3411.865	3487.684	3542.906	3574.448	4052.103	4405.339	4669.584	4278.361	4342.597		
		44.3668	40.5688	40.6432	40.6246	40.4798	40.524	40.5388	40.492	40.5518	40.5458	40.5554	40.6352		
		2851.393	2982.776	3351.936	3940.884	3337.109	3755.392	4450.137	4206.075	4695.86	4778.866	4742.896	4454.253		
		44.5268	40.718	40.803	40.7846	40.6278	40.685	40.7392	40.7226	40.7118	40.7038	40.7154	40.7936		
		3119.283	3288.932	3363.865	3169.247	3430.727	3734.547	4167.133	4308.025	4368.494	4661.353	4799.729	4337.161		
		44.6768	40.8684	40.9532	40.935	40.7782	40.834	40.8994	40.8834	40.8726	40.8542	40.8658	40.9436		
		3090.55	4076.02	4605.763	4771.811	4152.123	4102.702	4887.537	4694.65	5009.566	5048.172	5138.408	4479.775		
		44.8274	41.0284	41.1036	41.0962	40.9384	40.9844	41.0494	41.033	41.0222	41.0046	41.053	41.094		
		3948.766	3780.764	4633.729	4063.456	9529.784	10444.763	10438.381	10902.975	7850.593	8008.158	8008.895	9291.063		
		44.9872	41.2596	41.2634	41.255	41.1484	41.1446	41.2014	41.193	41.1822	41.1662	41.2158	41.256		
		6415.461	7373.529	8323.66	9191.229	10458.857	10443.876	11475.161	11028.529	10924.104	11958.013	12723.756	11919.319		
		
	37.01	45.3678	41.5788	41.6322	41.6212	41.5188	41.5268	41.5898	41.5744	41.5438	41.525	41.5162	41.6244		
		3532.611	3600.021	3871.821	3292.392	3204.396	3244.579	3416.075	4008.386	4438.257	4195.548	4334.918	4643.979		
		45.5286	41.7294	41.7958	41.7764	41.669	41.685	41.8106	41.785	41.7046	41.685	41.677	41.7844		
		3282.149	3714.648	3937.782	3333.893	3083.666	3377.608	3333.381	4071.056	4361.57	5204.767	4650.94	4528.471		
		45.6998	41.8894	41.9444	41.9478	41.8202	41.835	41.972	41.9336	41.8526	41.8362	41.8482	41.936		
		3019.048	3108.027	3321.097	3403.097	3460.443	3532.449	3536.696	4027.738	4342.802	4688.877	4358.221	4210.468		
		45.8584	42.0394	42.1046	42.106	41.981	41.9854	42.1208	42.084	42.003	41.9974	42.007	42.1068		
		2827.256	2973.453	3343.218	3908.837	3250.826	3752.205	4354.679	4249.891	4783.603	4832.181	4731.899	4458.069		
		46.0082	42.1898	42.2646	42.256	42.2096	42.147	42.2808	42.2438	42.163	42.1554	42.1866	42.2648		
		3079.263	3233.919	3366.508	3147.901	3437.004	3741.955	4186.117	4310.887	4373.715	4765.797	4888.507	4408.596		
		46.1586	42.3898	42.4166	42.4064	42.3698	42.2954	42.4408	42.396	42.3154	42.3058	42.337	42.4152		
