,Plate Read,Concentration,Compound,Avg Fluorescence,Standard Deviation,Avg Time
52,3,10^-07,Compound B,3431.09975,143.3359490134411,4.5874
53,3,10^-07,Compound C,4206.430249999999,264.52075432422356,4.613300000000001
54,3,10^-08,Compound A,3280.93175,302.0788873869125,4.5097499999999995
55,3,10^-08,Compound B,3468.6220000000003,191.45299631676033,4.4201
56,3,10^-08,Compound C,3844.979,256.74349420384704,4.458399999999999
57,3,10^-09,Compound A,3046.9980000000005,51.82729900345161,4.34985
58,3,10^-09,Compound B,3348.15,257.9899068981796,4.264749999999999
59,3,10^-09,Compound C,3679.411,280.31063393433215,4.30485
60,3,10^-10,Compound A,3069.35,339.5699655515267,4.166449999999999
61,3,10^-10,Compound B,3385.8885,259.1176340281246,4.1113
62,3,10^-10,Compound C,3908.47875,110.95258871959597,4.1259
63,3,10^-11,Compound A,3101.69575,131.11410820953697,4.00825
64,3,10^-11,Compound B,3182.2317500000004,56.651804480653254,3.93195
65,3,10^-11,Compound C,3629.89275,190.14197509471103,3.9438
66,3,10^-12,Compound A,3466.31875,263.04616461041303,3.824
67,3,10^-12,Compound B,3089.83425,145.57256803939703,3.77245
68,3,10^-12,Compound C,3935.22075,223.28276786678134,3.7768499999999996
69,3,Control,Compound A,3493.8742500000003,303.61851804127616,3.6662000000000003
70,3,Control,Compound B,2974.6487500000003,240.44697206018904,3.6117500000000002
71,3,Control,Compound C,3640.53375,147.62141155305852,3.60925
72,4,10^-06,Compound A,3069.33275,188.4584931656002,6.29405
73,4,10^-06,Compound B,3525.90175,161.44188965150917,6.2195
74,4,10^-06,Compound C,4196.08375,320.46083799260185,6.2679
75,4,10^-07,Compound A,3106.61125,315.35443227409496,6.136699999999999
76,4,10^-07,Compound B,3435.324,129.34861687187046,6.051349999999999
77,4,10^-07,Compound C,4193.14825,229.2137903695515,6.07915
78,4,10^-08,Compound A,3291.5095,290.37986086561096,5.96125
79,4,10^-08,Compound B,3479.0719999999997,202.79630989903967,5.88365
80,4,10^-08,Compound C,3841.702,242.5951423132712,5.90475
81,4,10^-09,Compound A,3036.641,40.28809557011416,5.80825
82,4,10^-09,Compound B,3355.9887500000004,244.06205427222818,5.7311499999999995
83,4,10^-09,Compound C,3697.53475,284.9085254643177,5.7536
84,4,10^-10,Compound A,3038.3044999999997,357.43679759504545,5.653449999999999
85,4,10^-10,Compound B,3386.63575,296.06879746592443,5.574350000000001
86,4,10^-10,Compound C,3881.758,99.36013069973745,5.5962
87,4,10^-11,Compound A,3096.41575,154.84788792096134,5.49385
88,4,10^-11,Compound B,3211.25425,33.62985628256259,5.39845
89,4,10^-11,Compound C,3618.867,238.01301179696893,5.439449999999999
90,4,10^-12,Compound A,3485.0217500000003,269.2636272322128,5.303649999999999
91,4,10^-12,Compound B,3112.7815,173.6574211073823,5.2459
92,4,10^-12,Compound C,3922.23925,213.11058113316815,5.2829
93,4,Control,Compound A,3505.39225,291.5956500525769,5.12265
94,4,Control,Compound B,2944.45125,234.15020000899034,5.073499999999999
95,4,Control,Compound C,3615.56,151.56939604243598,5.0633
96,5,10^-06,Compound A,3081.80275,164.365075532842,7.7379
97,5,10^-06,Compound B,3510.624,163.85680517248878,7.745449999999999
98,5,10^-06,Compound C,4193.61425,300.1098862498819,7.7105500000000005
99,5,10^-07,Compound A,3123.76975,322.06143396395487,7.57995
100,5,10^-07,Compound B,3447.588,149.84792957528094,7.56785
101,5,10^-07,Compound C,4212.42425,216.50555359985242,7.558050000000001
102,5,10^-08,Compound A,3258.335,288.96627774534136,7.405200000000001
103,5,10^-08,Compound B,3494.7005,188.75939016731604,7.4127
104,5,10^-08,Compound C,3857.4535000000005,272.5555504987204,7.391249999999999
105,5,10^-09,Compound A,3059.402,55.77679960939309,7.25225
106,5,10^-09,Compound B,3360.2092500000003,260.72340117625373,7.2411
107,5,10^-09,Compound C,3670.326,328.90777142738773,7.20765
108,5,10^-10,Compound A,3071.4715,322.35692080518277,7.08
109,5,10^-10,Compound B,3377.1265000000003,292.6530545777099,7.084900000000001
110,5,10^-10,Compound C,3879.9542500000002,117.96533289169759,7.0512
111,5,10^-11,Compound A,3120.082,149.42599478226288,6.9224
112,5,10^-11,Compound B,3204.77625,83.07396205941905,6.9177
113,5,10^-11,Compound C,3606.9469999999997,207.3759527894591,6.88285
114,5,10^-12,Compound A,3449.6902499999997,261.3953833657362,6.771850000000001
115,5,10^-12,Compound B,3108.27275,185.04414251987248,6.7652
116,5,10^-12,Compound C,3953.2790000000005,234.99067902507014,6.72795
117,5,Control,Compound A,3502.899,314.47592638865274,6.61905
118,5,Control,Compound B,2960.39825,266.9593134847479,6.612
119,5,Control,Compound C,3613.62275,153.67687327933783,6.5724
120,6,10^-06,Compound A,3090.5675,178.530535308852,9.2646
121,6,10^-06,Compound B,3523.92075,167.8828327959152,9.24695
122,6,10^-06,Compound C,4184.1695,338.9537295477571,9.222349999999999
123,6,10^-07,Compound A,3120.52275,350.4928826337486,9.11175
124,6,10^-07,Compound B,3435.627,144.9268218193814,9.0913
125,6,10^-07,Compound C,4195.702,241.42786053947006,9.057649999999999
126,6,10^-08,Compound A,3283.0125,304.0036909967811,8.956999999999999
127,6,10^-08,Compound B,3480.73125,172.25109169538203,8.92675
128,6,10^-08,Compound C,3851.55225,251.5744565615642,8.905450000000002
129,6,10^-09,Compound A,3050.8469999999998,62.473383281756966,8.7989
130,6,10^-09,Compound B,3368.1655,235.23696140203822,8.771600000000001
131,6,10^-09,Compound C,3677.8585000000003,285.5583464892285,8.747150000000001
132,6,10^-10,Compound A,3074.86575,318.47212925610523,8.644
133,6,10^-10,Compound B,3378.804,309.6402778849445,8.601400000000002
134,6,10^-10,Compound C,3884.62475,87.12011866143642,8.596449999999999
135,6,10^-11,Compound A,3112.87675,128.84534916033564,8.4487
136,6,10^-11,Compound B,3188.6325,43.543687567762625,8.44545
137,6,10^-11,Compound C,3627.9967500000002,193.49652515290256,8.43855
138,6,10^-12,Compound A,3457.57325,278.8510819121628,8.292649999999998
139,6,10^-12,Compound B,3073.9755,144.62489175910946,8.2863
140,6,10^-12,Compound C,3964.64225,217.90087621420435,8.25535
141,6,Control,Compound A,3508.79,317.76657751143694,8.13055
142,6,Control,Compound B,2982.6727499999997,253.16753717433681,8.13105
143,6,Control,Compound C,3643.89875,152.03818614496203,8.09215
144,7,10^-06,Compound A,3083.63025,174.74451835631805,10.84865
145,7,10^-06,Compound B,3526.1217500000002,201.12874160326993,10.7537
146,7,10^-06,Compound C,4213.4995,334.45644030725936,10.783750000000001
147,7,10^-07,Compound A,3105.02425,355.66354859368226,10.673200000000001
148,7,10^-07,Compound B,3440.683,143.17279724166448,10.598399999999998
149,7,10^-07,Compound C,4195.5824999999995,254.69264950589744,10.62405
150,7,10^-08,Compound A,3262.7285,299.3154337289225,10.4961
151,7,10^-08,Compound B,3493.3320000000003,230.06476978595109,10.42565
152,7,10^-08,Compound C,3870.08725,244.1370023932946,10.43635
153,7,10^-09,Compound A,3064.4972500000003,72.08602457420913,10.323049999999999
154,7,10^-09,Compound B,3362.27725,245.00679898099276,10.2707
155,7,10^-09,Compound C,3694.4120000000003,303.3566633881611,10.27905
156,7,10^-10,Compound A,3062.9145,348.29617888659345,10.1657
157,7,10^-10,Compound B,3389.021,306.29465108725674,10.10565
158,7,10^-10,Compound C,3898.299,98.81444456825156,10.10315
159,7,10^-11,Compound A,3105.1137499999995,155.34333980225952,10.00765
160,7,10^-11,Compound B,3207.78525,33.27021792712671,9.95265
161,7,10^-11,Compound C,3644.7347499999996,226.79894245988427,9.95325
162,7,10^-12,Compound A,3467.35875,261.2288285882436,9.85365
163,7,10^-12,Compound B,3118.70575,141.30083112607085,9.795
164,7,10^-12,Compound C,3943.001,222.38160661499649,9.78875
165,7,Control,Compound A,3515.23675,333.4434465016801,9.69455
166,7,Control,Compound B,2954.0202499999996,214.28798597118532,9.62525
167,7,Control,Compound C,3597.92075,163.26674471627362,9.63255
168,8,10^-06,Compound A,3063.65075,191.7098149658788,12.34975
169,8,10^-06,Compound B,3555.3920000000003,196.9077794247828,12.30535
170,8,10^-06,Compound C,4197.34375,312.9843117584588,12.28265
171,8,10^-07,Compound A,3100.482,348.83404103097695,12.1974
172,8,10^-07,Compound B,3418.307,143.01550580969328,12.12995
173,8,10^-07,Compound C,4229.99975,253.68522924334965,12.12275
174,8,10^-08,Compound A,3297.5105,289.73215843200484,12.03965
175,8,10^-08,Compound B,3495.7005,210.48242873535713,11.971599999999999
176,8,10^-08,Compound C,3859.0127500000003,269.99760754171103,11.96785
177,8,10^-09,Compound A,3069.7415,97.5697887138542,11.886800000000001
178,8,10^-09,Compound B,3350.053,253.64661695227935,11.792
179,8,10^-09,Compound C,3708.54875,266.6296481881185,11.81775
180,8,10^-10,Compound A,3074.11875,339.5202017056546,11.6917
181,8,10^-10,Compound B,3390.8975,271.30803471638256,11.6373
182,8,10^-10,Compound C,3908.25375,120.1806177034654,11.65655
183,8,10^-11,Compound A,3094.2315,131.3225380973713,11.52425
184,8,10^-11,Compound B,3186.27375,62.19507328493451,11.464
185,8,10^-11,Compound C,3622.23475,226.12120858715068,11.46695
186,8,10^-12,Compound A,3464.96025,280.76270787074463,11.35465
187,8,10^-12,Compound B,3098.2025000000003,160.9328590033688,11.31155
188,8,10^-12,Compound C,3914.41175,216.60583789205086,11.315350000000002
189,8,Control,Compound A,3519.41675,327.8151512874079,11.198699999999999
190,8,Control,Compound B,2948.757,239.90497061266882,11.14685
191,8,Control,Compound C,3663.28275,146.56337842352696,11.149750000000001
192,9,10^-06,Compound A,3074.66425,168.26792722001073,13.854049999999999
193,9,10^-06,Compound B,3527.84975,178.01945326916152,13.799150000000001
194,9,10^-06,Compound C,4196.1365000000005,316.6482798358463,13.82705
195,9,10^-07,Compound A,3109.4835,313.6797496104396,13.6916
196,9,10^-07,Compound B,3452.73675,147.18330463377586,13.6314
197,9,10^-07,Compound C,4210.87225,255.58160717126495,13.64915
198,9,10^-08,Compound A,3297.5872499999996,271.05191954725314,13.51605
199,9,10^-08,Compound B,3532.041,187.24276376404433,13.4762
200,9,10^-08,Compound C,3840.67475,255.47264226967843,13.48905
201,9,10^-09,Compound A,3052.6715000000004,81.73903715480692,13.3588
202,9,10^-09,Compound B,3358.8945,259.5429222530801,13.313849999999999
203,9,10^-09,Compound C,3698.73025,300.4774913082756,13.31485
204,9,10^-10,Compound A,3058.399,326.4605191443513,13.205849999999998
205,9,10^-10,Compound B,3416.0507500000003,274.5724120535667,13.161750000000001
206,9,10^-10,Compound C,3892.7630000000004,133.12423662877566,13.16155
207,9,10^-11,Compound A,3093.0805,108.52328662703007,13.048549999999999
208,9,10^-11,Compound B,3220.125,55.670425338171796,13.004100000000001
209,9,10^-11,Compound C,3631.0015,237.80956592127797,13.00105
210,9,10^-12,Compound A,3462.64175,253.3217854315917,12.891200000000001
211,9,10^-12,Compound B,3120.3647499999997,161.0718753359835,12.825550000000002
212,9,10^-12,Compound C,3938.1857499999996,198.9821560548931,12.848749999999999
213,9,Control,Compound A,3530.0530000000003,341.3575717767674,12.7222
214,9,Control,Compound B,2956.41075,263.5903857065297,12.6695
215,9,Control,Compound C,3633.0997500000003,150.61508093894972,12.69355
216,10,10^-06,Compound A,3065.7945,151.2231188178607,15.378350000000001
217,10,10^-06,Compound B,3540.1499999999996,167.12567095254354,15.328149999999999
218,10,10^-06,Compound C,4191.91575,321.0226427531983,15.316049999999999
219,10,10^-07,Compound A,3118.6195,353.98695037106035,15.22275
220,10,10^-07,Compound B,3472.4222500000005,129.8898336857424,15.17455
221,10,10^-07,Compound C,4190.3295,243.28504432798394,15.165849999999999
222,10,10^-08,Compound A,3285.4932500000004,307.0168912034765,15.068950000000001
223,10,10^-08,Compound B,3504.048,199.41709677123558,14.992700000000001
224,10,10^-08,Compound C,3869.5344999999998,271.1015986163437,15.015549999999998
225,10,10^-09,Compound A,3042.23325,76.22378440430249,14.8775
226,10,10^-09,Compound B,3359.1347499999997,267.51221856128853,14.84005
227,10,10^-09,Compound C,3693.713,286.8559548135589,14.85575
228,10,10^-10,Compound A,3054.2529999999997,344.9916680665421,14.7172
229,10,10^-10,Compound B,3384.1659999999997,303.86736309010723,14.66825
230,10,10^-10,Compound C,3900.29475,118.20965114681711,14.658050000000001
231,10,10^-11,Compound A,3118.3675,163.96068945228993,14.547699999999999
232,10,10^-11,Compound B,3200.6387499999996,58.39110715042811,14.508
233,10,10^-11,Compound C,3601.73725,213.86567031413358,14.50165
234,10,10^-12,Compound A,3487.681,249.6038293389506,14.38915
235,10,10^-12,Compound B,3100.69625,164.8514399297625,14.34215
236,10,10^-12,Compound C,3957.8107499999996,221.7389062905309,14.33745
237,10,Control,Compound A,3505.252,317.31126518294457,14.23165
238,10,Control,Compound B,2961.5285,229.75088645675967,14.186900000000001
239,10,Control,Compound C,3612.1185,157.3978497025951,14.18755
240,11,10^-06,Compound A,3062.27525,175.91956136706878,16.9305
241,11,10^-06,Compound B,3553.77725,203.5237330654977,16.85135
242,11,10^-06,Compound C,4182.88525,323.56153367623557,16.85885
243,11,10^-07,Compound A,3135.85825,348.45250497245985,16.73935
244,11,10^-07,Compound B,3455.4309999999996,127.92896133663261,16.6873
245,11,10^-07,Compound C,4200.901,211.4897306458861,16.68265
246,11,10^-08,Compound A,3264.3154999999997,272.20684254993233,16.5865
247,11,10^-08,Compound B,3512.47075,216.35639778750587,16.5245
248,11,10^-08,Compound C,3862.845,240.1536744545144,16.516949999999998
249,11,10^-09,Compound A,3064.8999999999996,51.588247195155525,16.43645
250,11,10^-09,Compound B,3355.14175,264.7857108901189,16.3716
251,11,10^-09,Compound C,3692.658,261.2022396662549,16.35955
252,11,10^-10,Compound A,3081.463,347.16107571654135,16.279799999999998
253,11,10^-10,Compound B,3384.022,291.1646197657477,16.2133
254,11,10^-10,Compound C,3884.1385,114.65495503901592,16.20245
255,11,10^-11,Compound A,3093.4635,128.92622676684357,16.124249999999996
256,11,10^-11,Compound B,3223.7695,71.27920932267027,16.0366
257,11,10^-11,Compound C,3626.8599999999997,205.25454567439903,16.05185
258,11,10^-12,Compound A,3458.958,255.17117482191827,15.9388
259,11,10^-12,Compound B,3087.89075,184.97466501366318,15.8834
260,11,10^-12,Compound C,3962.0589999999997,234.72338804218856,15.89325
261,11,Control,Compound A,3516.25175,315.1359510130781,15.7576
262,11,Control,Compound B,2972.9132500000005,233.47887263071814,15.70335
263,11,Control,Compound C,3639.8962500000002,170.56676192305335,15.70365
264,12,10^-06,Compound A,3077.2870000000003,169.15894075690397,18.42115
265,12,10^-06,Compound B,3545.03475,195.33168077123702,18.3811
266,12,10^-06,Compound C,4219.119500000001,328.0549625946841,18.379350000000002
267,12,10^-07,Compound A,3104.9767500000003,322.4589400604617,18.2676
268,12,10^-07,Compound B,3436.7805,136.40554844165877,18.2009
269,12,10^-07,Compound C,4213.4565,201.95689309106604,18.223950000000002
270,12,10^-08,Compound A,3285.3374999999996,279.3325586661938,18.085549999999998
271,12,10^-08,Compound B,3500.4984999999997,202.5552682841654,18.046
272,12,10^-08,Compound C,3853.7864999999997,247.3687171120645,18.06425
273,12,10^-09,Compound A,3059.4805,85.67107289900811,17.92055
274,12,10^-09,Compound B,3378.7335000000003,255.77309394265308,17.873150000000003
275,12,10^-09,Compound C,3664.49425,285.26763816618666,17.87125
276,12,10^-10,Compound A,3073.49975,319.1608030960542,17.747799999999998
277,12,10^-10,Compound B,3374.7872500000003,267.6552614357644,17.718
278,12,10^-10,Compound C,3885.645,99.56231952233509,17.71325
279,12,10^-11,Compound A,3081.974,147.81159778583248,17.588
280,12,10^-11,Compound B,3206.5530000000003,71.96351944792791,17.5503
281,12,10^-11,Compound C,3621.712,185.54230290691257,17.53555
282,12,10^-12,Compound A,3480.4764999999998,247.52509794564858,17.4349
283,12,10^-12,Compound B,3123.108,172.74847178484347,17.397550000000003
284,12,10^-12,Compound C,3945.4004999999997,250.4349833902403,17.38535
285,12,Control,Compound A,3510.65575,303.9852404118501,17.27775
286,12,Control,Compound B,2992.14325,233.35651894382798,17.240049999999997
287,12,Control,Compound C,3635.65675,158.38528693742236,17.225350000000002
288,13,10^-06,Compound A,3186.5409999999997,94.09384165114001,19.9669
289,13,10^-06,Compound B,3528.5917500000005,207.61001157678578,19.9178
290,13,10^-06,Compound C,4201.6435,319.8429663032558,19.918950000000002
291,13,10^-07,Compound A,3208.23625,278.05986205896244,19.8047
292,13,10^-07,Compound B,3437.09375,148.27992968566033,19.7625
293,13,10^-07,Compound C,4209.099499999999,261.15636305288103,19.765950000000004
294,13,10^-08,Compound A,3388.34375,210.20325505785883,19.64995
295,13,10^-08,Compound B,3479.8287499999997,194.76360383360898,19.60005
296,13,10^-08,Compound C,3862.49875,249.86676229325096,19.595449999999996
297,13,10^-09,Compound A,3109.63375,128.76369397046622,19.49205
298,13,10^-09,Compound B,3401.09575,258.94370899273656,19.4474
299,13,10^-09,Compound C,3702.3205,276.7440582975597,19.43775
300,13,10^-10,Compound A,3100.12925,306.23977289086696,19.337850000000003
301,13,10^-10,Compound B,3398.3987500000003,278.5366111080924,19.25705
302,13,10^-10,Compound C,3891.7715000000003,95.98223174975298,19.28725
303,13,10^-11,Compound A,3137.60275,120.4293223080814,19.157799999999998
304,13,10^-11,Compound B,3227.03125,84.76359211507095,19.102349999999998
305,13,10^-11,Compound C,3630.2075000000004,231.46371887115455,19.129649999999998
306,13,10^-12,Compound A,3504.1437499999997,245.70717122946596,18.97615
307,13,10^-12,Compound B,3113.907,185.63356083244463,18.93275
308,13,10^-12,Compound C,3975.8245,203.96763385318334,18.92475
309,13,Control,Compound A,3533.6549999999997,328.67912198779237,18.7986
310,13,Control,Compound B,2984.10175,242.43121393690305,18.7696
311,13,Control,Compound C,3627.0342499999997,144.41145723563218,18.76695
312,14,10^-06,Compound A,3296.358,317.1883492164605,21.481499999999997
313,14,10^-06,Compound B,3581.88025,167.00627087702136,21.42235
314,14,10^-06,Compound C,4207.0225,299.16414076278164,21.409550000000003
315,14,10^-07,Compound A,3293.9355000000005,363.7611502891197,21.312199999999997
316,14,10^-07,Compound B,3445.871,123.92728301171178,21.251849999999997
317,14,10^-07,Compound C,4207.2655,250.1276128345757,21.25335
318,14,10^-08,Compound A,3454.0557499999995,291.7323645608282,21.1363
319,14,10^-08,Compound B,3528.452,187.45212546318416,21.08395
320,14,10^-08,Compound C,3844.15375,288.8015931654747,21.06955
321,14,10^-09,Compound A,3254.85075,318.4781375901856,20.96595
322,14,10^-09,Compound B,3383.2119999999995,281.1351287441739,20.9289
323,14,10^-09,Compound C,3684.80625,294.8681789459737,20.911450000000002
324,14,10^-10,Compound A,3224.5455,343.38855403997604,20.80865
325,14,10^-10,Compound B,3403.2870000000003,261.2915186619394,20.7683
326,14,10^-10,Compound C,3898.63375,113.92248439583318,20.74505
327,14,10^-11,Compound A,3249.16125,303.4722290868092,20.658549999999998
328,14,10^-11,Compound B,3233.22375,71.94889880266156,20.606299999999997
329,14,10^-11,Compound C,3617.68375,232.78378189409605,20.583949999999998
330,14,10^-12,Compound A,3582.4669999999996,274.04647392246807,20.500500000000002
331,14,10^-12,Compound B,3105.8067499999997,143.10889454858426,20.4486
332,14,10^-12,Compound C,3969.0607499999996,202.90819760075914,20.42135
333,14,Control,Compound A,3725.69425,626.7329389292643,20.34545
334,14,Control,Compound B,2961.4530000000004,239.54574420068943,20.26635
335,14,Control,Compound C,3630.80775,139.45969794024012,20.26595
336,15,10^-06,Compound A,3532.882,625.1483119255236,23.002850000000002
337,15,10^-06,Compound B,3599.7194999999997,189.18126345827474,22.9418
338,15,10^-06,Compound C,4265.7685,297.1851141454877,22.969450000000002
339,15,10^-07,Compound A,3359.39275,367.55970071937435,22.8454
340,15,10^-07,Compound B,3515.69575,170.7480307770812,22.773
341,15,10^-07,Compound C,4265.89275,223.89421190579526,22.79915
342,15,10^-08,Compound A,3498.908,325.0909766849927,22.688299999999998
343,15,10^-08,Compound B,3561.5730000000003,238.57701983077092,22.61665
344,15,10^-08,Compound C,3898.98575,246.31650596522985,22.64805
345,15,10^-09,Compound A,3282.709,401.2448019443191,22.537399999999998
346,15,10^-09,Compound B,3395.13075,244.7312016510879,22.4435
347,15,10^-09,Compound C,3759.8032500000004,287.5593354264715,22.49575
348,15,10^-10,Compound A,3253.53575,397.5834278214457,22.3499
349,15,10^-10,Compound B,3414.15525,297.2492547188588,22.290200000000002
350,15,10^-10,Compound C,3933.71825,99.5039572760118,22.33545
351,15,10^-11,Compound A,3318.28525,359.31270871797705,22.177999999999997
352,15,10^-11,Compound B,3219.3375,45.41321063671417,22.115699999999997
353,15,10^-11,Compound C,3648.25825,214.81757492405498,22.13375
354,15,10^-12,Compound A,3634.2635,366.4524233826288,22.00045
355,15,10^-12,Compound B,3098.8035,156.714248968205,21.95485
356,15,10^-12,Compound C,3951.4565,205.21704721993285,21.96335
357,15,Control,Compound A,3811.27275,780.103291395601,21.837200000000003
358,15,Control,Compound B,2966.1115,198.53292620033605,21.7875
359,15,Control,Compound C,3635.013,140.5373101825069,21.78985
360,16,10^-06,Compound A,3962.46025,855.159189689801,24.5475
361,16,10^-06,Compound B,3900.831,132.51501001269602,24.482599999999998
362,16,10^-06,Compound C,4439.39675,295.93360062732955,24.47985
363,16,10^-07,Compound A,3636.5085,309.3038139052506,24.351799999999997
364,16,10^-07,Compound B,3729.9955,162.03522818099754,24.3261
365,16,10^-07,Compound C,4446.753500000001,237.16924045427774,24.31715
366,16,10^-08,Compound A,3829.06925,274.2074381271415,24.180049999999998
367,16,10^-08,Compound B,3811.4657500000003,229.65173889663134,24.1597
368,16,10^-08,Compound C,4071.1475,280.2137773230715,24.14715
369,16,10^-09,Compound A,3622.40975,172.64041388461752,24.026699999999998
370,16,10^-09,Compound B,3670.8542500000003,213.18117725285364,23.994150000000005
371,16,10^-09,Compound C,3907.04825,254.27922022765625,23.98975
372,16,10^-10,Compound A,3565.9325,330.86573618261997,23.87405
373,16,10^-10,Compound B,3666.9700000000003,300.4264216709242,23.8398
374,16,10^-10,Compound C,4126.014,82.49847110505041,23.829649999999997
375,16,10^-11,Compound A,3518.666,287.4432727861249,23.7138
376,16,10^-11,Compound B,3407.9610000000002,77.4611632023683,23.6817
377,16,10^-11,Compound C,3805.06225,184.06445179769588,23.670650000000002
378,16,10^-12,Compound A,3871.5682500000003,310.1856137512689,23.56135
379,16,10^-12,Compound B,3272.0164999999997,181.6836590753359,23.49115
380,16,10^-12,Compound C,4075.8949999999995,177.6351444637953,23.50905
381,16,Control,Compound A,3981.0287500000004,707.9422479827799,23.36835
382,16,Control,Compound B,3087.8925000000004,240.0732090377032,23.3311
383,16,Control,Compound C,3737.3537499999998,148.74576774567353,23.342950000000002
384,17,10^-06,Compound A,4423.54525,823.3361558308047,26.03105
385,17,10^-06,Compound B,5076.196,134.9758215731164,25.97365
386,17,10^-06,Compound C,5022.04,274.93818452518366,25.98635
387,17,10^-07,Compound A,3787.00675,333.0651681942296,25.8783
388,17,10^-07,Compound B,3988.8505,186.5865118213783,25.819
389,17,10^-07,Compound C,4624.391750000001,193.89204350937428,25.83605
390,17,10^-08,Compound A,3967.51,382.610943529671,25.723200000000002
391,17,10^-08,Compound B,3967.3385,225.78056755546316,25.6308
392,17,10^-08,Compound C,4254.78575,291.056404789369,25.67725
393,17,10^-09,Compound A,3797.64225,64.30119202823299,25.5487
394,17,10^-09,Compound B,3857.6910000000003,222.76925504955477,25.4782
395,17,10^-09,Compound C,4103.24875,250.29634753145123,25.52105
396,17,10^-10,Compound A,3771.13825,353.15353613631584,25.3732
397,17,10^-10,Compound B,3865.8987500000003,353.92942285185393,25.31125
398,17,10^-10,Compound C,4305.96375,130.0771858996877,25.32575
399,17,10^-11,Compound A,3772.1189999999997,167.7793629403572,25.197700000000005
400,17,10^-11,Compound B,3625.4294999999997,104.736072835497,25.1506
401,17,10^-11,Compound C,3991.268,214.75244500742127,25.166549999999997
402,17,10^-12,Compound A,4124.205,266.87542844805137,25.042949999999998
403,17,10^-12,Compound B,3453.4569999999994,158.3540965957988,24.982750000000003
404,17,10^-12,Compound C,4291.83,202.4874302419816,24.99745
405,17,Control,Compound A,4232.65225,492.2417953488398,24.8859
406,17,Control,Compound B,3280.16725,283.2689576655303,24.8276
407,17,Control,Compound C,3953.229,157.22966954109165,24.83575
408,18,10^-06,Compound A,5231.6135,558.0844898289697,27.584500000000002
409,18,10^-06,Compound B,6907.425499999999,93.7597722001112,27.5174
410,18,10^-06,Compound C,6224.69075,195.32632449207497,27.527050000000003
411,18,10^-07,Compound A,3784.1545,376.82017962992313,27.41385
412,18,10^-07,Compound B,4917.439249999999,249.5519349252192,27.345100000000002
413,18,10^-07,Compound C,4764.14775,205.19083456039078,27.33825
414,18,10^-08,Compound A,3995.6139999999996,492.1561159388401,27.247100000000003
415,18,10^-08,Compound B,4093.9587500000002,269.3369284909012,27.18265
416,18,10^-08,Compound C,4397.3525,328.19844600535805,27.17555
417,18,10^-09,Compound A,3842.2299999999996,137.36804187779032,27.0929
418,18,10^-09,Compound B,4003.6594999999998,260.48822607493787,27.0275
419,18,10^-09,Compound C,4266.29125,234.49509841696187,27.015349999999998
420,18,10^-10,Compound A,3797.97975,418.8555935573141,26.9353
421,18,10^-10,Compound B,4021.0275,373.8527719396985,26.8748
422,18,10^-10,Compound C,4414.23,153.00872047263016,26.86495
423,18,10^-11,Compound A,3848.52625,202.04719046364113,26.781699999999997
424,18,10^-11,Compound B,3754.36125,108.21166341135256,26.685000000000002
425,18,10^-11,Compound C,4163.77725,240.127923562114,26.71495
426,18,10^-12,Compound A,4166.7135,379.89797205258463,26.5916
427,18,10^-12,Compound B,3572.6035,218.31333430262697,26.525
428,18,10^-12,Compound C,4490.543,227.51146244383972,26.55505
429,18,Control,Compound A,4331.2815,370.25683900547943,26.4148
430,18,Control,Compound B,3449.4939999999997,293.4513397720341,26.3493
431,18,Control,Compound C,4164.6065,150.13418080615733,26.352149999999998
432,19,10^-06,Compound A,5990.8327500000005,336.0227100592702,29.051949999999998
433,19,10^-06,Compound B,8334.638500000001,256.521890559711,29.031950000000002
434,19,10^-06,Compound C,7610.7300000000005,293.63501034218115,29.021949999999997
435,19,10^-07,Compound A,3765.75275,411.3791297658626,28.89345
436,19,10^-07,Compound B,6220.623250000001,319.2396960324826,28.86465
437,19,10^-07,Compound C,4911.704,181.24202196326408,28.861949999999997
438,19,10^-08,Compound A,3981.9462500000004,506.77271092563143,28.7236
439,19,10^-08,Compound B,4192.11625,277.5738956078475,28.694499999999998
440,19,10^-08,Compound C,4492.51175,275.5980753577939,28.711750000000002
441,19,10^-09,Compound A,3798.94625,157.06800243073846,28.5569
442,19,10^-09,Compound B,4051.395,293.2790173367351,28.5243
443,19,10^-09,Compound C,4356.38825,255.67346354595855,28.514950000000002
444,19,10^-10,Compound A,3773.768,458.6194305318201,28.386449999999996
445,19,10^-10,Compound B,4049.517,435.78519562815086,28.373549999999998
446,19,10^-10,Compound C,4550.9532500000005,160.94152121265373,28.35425
447,19,10^-11,Compound A,3792.39775,213.8341556851565,28.228099999999998
448,19,10^-11,Compound B,3814.588,161.05532411358826,28.2034
449,19,10^-11,Compound C,4292.11325,182.39432322557178,28.18865
450,19,10^-12,Compound A,4159.1225,387.9462345089365,28.073050000000002
451,19,10^-12,Compound B,3633.6620000000003,245.2529990696628,28.04625
452,19,10^-12,Compound C,4612.857499999999,220.66189802125334,28.03125
453,19,Control,Compound A,4274.04825,367.8100626966564,27.91635
454,19,Control,Compound B,3563.93225,326.4799302533749,27.8914
455,19,Control,Compound C,4321.8655,146.60935073520523,27.87595
456,20,10^-06,Compound A,6623.1415,517.5402984744313,30.59055
457,20,10^-06,Compound B,9287.54025,302.34826498190927,30.558300000000003
